证券代码↑,证券简称,"所属申万行业名称
[行业级别] 一级行业","董事会人数
[交易日期] 2010-12-31","独立董事人数
[交易日期] 2010-12-31","非独立董事人数
[交易日期] 2010-12-31","公司监事(历任)
[交易日期] 2010-12-31","高管人数
[交易日期] 2010-12-31","支付给职工以及为职工支付的现金
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","管理层年度薪酬总额
[年度] 2010
[单位] 万元","资产总计
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","员工总数
[交易日期] 2010-12-31","净现金流
[报告期] 2010第四季度
[单位] 元","资产负债率
[报告期] 2010年报
[单位] %","营业收入(同比增长率)
[报告期] 2010年报
[单位] %","公司属性
[交易日期] 2010-12-31","大股东持股比例
[日期] 2010-12-31
[排名] 第1名
[单位] %"
600551.SH,时代出版,传媒,10,4,6,"彭辉,范源,朱维明",6,"207,593,962.1600",333.1100,"3,600,564,725.3200",2451,,23.0379,4.6253,地方国有企业,57.0800
600552.SH,凯盛科技,电子,8,3,5,"谢群,管宏志,张群",8,"61,459,273.5600",192.4200,"819,506,935.2700",846,,60.9706,3.7689,中央国有企业,33.8500
600555.SH,*ST海创,休闲服务,9,3,6,"张喆,居宏平,宋菊",9,"24,362,735.2900",215.3400,"2,841,286,010.9300",452,,37.3002,-35.8121,民营企业,27.6300
600556.SH,天下秀,传媒,7,3,4,"周北,张志伟,董云衍",3,"1,511,540.5000",31.0300,"34,059,709.2500",15,,273.0076,-99.6779,民营企业,9.0280
600557.SH,康缘药业,医药生物,7,3,4,"李军,江希明,李蕊",8,"200,118,645.2000",417.6100,"1,987,481,196.1300",3104,,37.3934,40.2439,民营企业,26.1100
600558.SH,大西洋,机械设备,9,3,6,"邱建群,漆维明,罗宇,蓝海,李志宗",8,"127,648,809.2900",264.1000,"1,846,707,551.4300",1868,,39.4540,12.6895,地方国有企业,37.2100
600559.SH,老白干酒,食品饮料,9,3,6,"魏永,王建忠,王香茶,马怀让,甄小平",9,"90,945,271.2600",118.8000,"1,290,088,602.0600",2330,,66.7942,24.7155,地方国有企业,36.1100
600560.SH,金自天正,机械设备,9,3,6,"张丕贞,李崇坚,邱建平,高萍,王社教",10,"71,971,559.5500",315.0700,"2,130,200,837.8800",582,,74.4226,4.2364,中央国有企业,44.0700
600561.SH,江西长运,交通运输,9,3,6,"樊卫凤,刘志坚,苏月红,郭玉瑞,徐志芳",16,"210,578,543.3900",430.7300,"1,874,989,673.0300",9123,,59.5536,25.3771,地方国有企业,38.8600
600562.SH,国睿科技,国防军工,9,3,6,"杨方泽,韩菁,史兰凤",9,"63,137,623.9300",155.0000,"568,673,117.8700",2158,,42.5274,26.8595,中央国有企业,27.3300
600563.SH,法拉电子,电子,9,3,6,"陈国彬,刘跃智,林芳",6,"188,080,864.2200",572.5400,"1,454,204,687.5300",2056,,16.9820,58.6430,集体企业,37.3300
600565.SH,迪马股份,房地产,5,2,3,"潘川,罗显彬,崔卓敏",6,"78,747,740.7100",401.0000,"5,448,286,331.1100",299,,72.1480,120.5966,外资企业,34.0400
600566.SH,济川药业,医药生物,11,4,7,"胡彦,肖晓梅,李洪星,吴长建,严岳华",8,"20,251,734.7400",255.3500,"863,159,550.5600",635,,39.7248,6.8116,民营企业,20.9400
600567.SH,山鹰国际,轻工制造,11,4,7,"朱皖苏,田永霞,江胜",9,"180,428,201.2200",457.0700,"5,399,360,191.2800",1538,,64.0232,39.0626,地方国有企业,11.0500
600568.SH,ST中珠,房地产,9,3,6,"颜建,黄冬梅,关意洪",3,"27,003,481.4500",113.2000,"2,124,524,706.0900",695,,65.0383,-77.7465,民营企业,47.2200
600569.SH,安阳钢铁,钢铁,9,3,6,"靳雨顺,张殿军,魏书斌,吴长顺,张太升",6,"1,709,586,411.5300",179.8500,"31,431,326,057.6900",25346,,65.6410,23.4966,地方国有企业,60.1100
600570.SH,恒生电子,计算机,11,4,7,"柳阳,陈春荣,王悦东",6,"242,407,028.7000",933.9100,"1,598,682,715.3600",2254,,32.2533,18.8451,民营企业,21.3800
600571.SH,信雅达,计算机,9,3,6,"杨昌济,张云姣,曹海强,陈旭",13,"150,530,931.7600",458.9000,"770,376,339.4200",1955,,46.8737,6.8060,民营企业,22.1300
600572.SH,康恩贝,医药生物,9,3,6,"杨金龙,陆志国,胡钢亮",7,"194,131,913.0600",336.6300,"2,463,458,219.5800",4641,,30.3369,27.9327,民营企业,34.3600
600573.SH,惠泉啤酒,食品饮料,9,3,6,"刘来欣,周辉芳,孟路军,邓连成,谢艺云",10,"109,990,016.1900",152.7900,"1,269,907,272.8600",2397,,10.8361,-17.0440,地方国有企业,50.0300
600575.SH,淮河能源,交通运输,11,4,7,"艾强,杨学伟,江文革,张学连,刘万春",12,"149,944,495.5600",293.3500,"9,735,529,311.9400",4219,,74.2028,"3,116.7875",地方国有企业,32.0200
600576.SH,祥源文化,传媒,7,3,4,"谢国双,朱智勇,林和国",3,"21,586,903.4300",76.4000,"617,602,042.3700",835,,12.6455,3.6938,民营企业,51.5000
600577.SH,精达股份,电气设备,9,3,6,"陈荣,张军强,张轶煜",6,"83,652,542.3600",176.0000,"3,417,280,203.0700",1801,,66.1270,89.9606,民营企业,18.3400
600578.SH,京能电力,公用事业,9,3,6,"李明星,刘淑琴,刘嘉凯,李迅,冯金艺",7,"296,084,459.0000",176.5400,"9,244,368,790.1400",1396,,64.0558,40.6956,地方国有企业,34.8600
600579.SH,克劳斯,机械设备,9,3,6,"乔政毅,丁唯颖,袁房林",6,"82,075,210.0500",74.0000,"1,402,043,365.5400",2355,,102.4914,20.4768,中央国有企业,46.3300
600580.SH,卧龙电驱,电气设备,9,3,6,"陈体引,张金红,方君仙",7,"187,579,925.0100",259.2000,"4,063,665,527.5000",5395,,36.1580,30.0895,民营企业,25.6400
600581.SH,八一钢铁,钢铁,8,2,6,"李友忠,肖明光,陈敬贵",5,"425,256,510.7600",224.9100,"12,180,670,421.4600",5847,,72.4568,43.8438,中央国有企业,53.1200
600582.SH,天地科技,机械设备,9,3,6,"齐联,余伟俊,王明山,李玉魁,许春生,王一玫,杨建立,闵勇,赵银生",7,"1,066,070,133.1200",545.4000,"10,559,737,625.7500",9718,,46.9559,20.7415,中央国有企业,61.9000
600583.SH,海油工程,采掘,7,3,4,"王朝柱,安学芬,冯震",8,"1,241,448,090.5600",422.9300,"17,920,695,315.7800",9435,,49.2864,-48.8724,中央国有企业,48.7900
600584.SH,长电科技,电子,9,3,6,"冯东明,叶文芝,赖志明",11,"483,665,267.0800",599.3300,"4,716,681,181.3200",5708,,46.4661,52.6036,民营企业,16.2800
600585.SH,海螺水泥,建筑材料,8,3,5,"王燕谋,王俊,丁锋",9,"1,579,762,901.0000",723.4200,"60,411,852,826.0000",33123,,41.0185,38.0441,地方国有企业,36.2000
600586.SH,金晶科技,建筑材料,9,3,6,"王化忠,翟木贵,姚明舒,李海杰,宋成俊",11,"146,304,263.5200",241.7000,"6,039,346,004.6100",1649,,54.0956,34.4129,民营企业,38.6900
600587.SH,新华医疗,医药生物,9,3,6,"王克旭,王世平,王玉全",7,"102,240,964.2200",232.1700,"1,491,010,224.5600",1758,,47.8837,51.5216,地方国有企业,29.0000
600588.SH,用友网络,计算机,6,3,3,"乔海,许建钢,严绍业",22,"1,307,688,437.0000","3,034.6300","4,765,924,161.0000",10689,,46.1635,26.9203,民营企业,29.0700
600589.SH,ST榕泰,化工,7,3,4,"杨愈静,罗海平,谢少勤",6,"13,736,492.1200",96.1000,"2,900,059,102.7200",951,,36.8238,22.0637,民营企业,22.1800
600590.SH,泰豪科技,电气设备,7,3,4,"孙岷,饶兰秀,万晓民",9,"164,442,194.2300",274.0400,"4,852,961,584.4500",2591,,56.6059,24.4070,地方国有企业,22.7100
600592.SH,龙溪股份,机械设备,9,3,6,"张泰生,洪丽玲,曾艳辉,张吉西,何两加",5,"105,242,164.2600",329.1900,"1,730,694,425.5600",746,,31.5658,45.6034,地方国有企业,31.3900
600593.SH,*ST圣亚,休闲服务,9,3,6,"吴健,李绍君,赵成东,范力,Ricci Gordon Jakamarra Simpson Simo,金永春",6,"19,089,383.7400",115.0000,"596,887,395.7800",251,,51.3744,8.4163,地方国有企业,24.0300
600594.SH,益佰制药,医药生物,9,3,6,"龚丹青,张圣贵,李刚",5,"120,700,190.3700",226.4600,"1,564,866,974.9900",4689,,44.0175,12.2430,民营企业,23.0200
600595.SH,ST中孚,有色金属,9,3,6,"陈海涛,钱宇,马治国",6,"218,255,324.8100",416.0700,"13,732,534,108.6000",6313,,77.2972,69.0366,外资企业,51.2800
600596.SH,新安股份,化工,9,3,6,"包雪传,赵益明,贾旭东",8,"312,214,307.9300",668.1000,"6,156,718,625.9700",1847,,31.2377,12.8953,民营企业,14.9800
600597.SH,光明乳业,食品饮料,7,4,3,"张大鸣,王春喜,夏旭升",9,"522,391,187.0000",849.7000,"5,974,549,480.0000",2686,,55.0293,20.5074,地方国有企业,35.0268
600598.SH,北大荒,农林牧渔,11,4,7,"于国良,姜秀奇,徐丰年",5,"562,512,825.4900",236.3400,"17,904,665,176.3600",39485,,67.1928,41.4866,中央国有企业,64.1400
600599.SH,ST熊猫,非银金融,9,3,6,"魏玉平,于玲,刘志轩",8,"15,191,000.7200",152.6200,"526,474,171.4800",227,,52.6513,18.9586,民营企业,27.3900
600600.SH,青岛啤酒,食品饮料,11,4,7,"薛超山,杜常功,小路明善,刘清远,钟明山,曹向东,孙丽红",11,"1,972,363,366.0000","2,079.6900","17,777,115,858.0000",35306,,45.3244,10.3834,地方国有企业,30.4500
600601.SH,ST方科,电子,9,3,6,"谢克海,余丽,蒋艳华",8,"287,585,913.8700",294.0000,"6,995,831,374.2900",6955,,41.3106,4.8556,其他企业,11.6500
600602.SH,云赛智联,计算机,9,3,6,"马坚泓,周克明,徐民伟,陈晓峰,张增林",5,"107,008,132.7600",190.9700,"2,484,712,091.8800",267,,7.8110,-7.5059,地方国有企业,30.0700
600603.SH,广汇物流,综合,9,3,6,"曹蔚苍,谢抒,庄榕",5,"3,083,911.7800",157.5700,"36,028,819.8600",16,,864.1753,,民营企业,4.4400
600604.SH,市北高新,房地产,9,3,6,"杨敏,陈丽平,吴桂生,单国众",9,"61,304,598.0200",133.1600,"833,972,905.6000",453,,79.5700,62.9023,地方国有企业,41.9200
600605.SH,汇通能源,商业贸易,7,3,4,"张静仪,马海光,张文伟",7,"8,834,641.1100",100.4000,"818,619,212.2100",46,,43.8445,16.3392,民营企业,32.8300
600606.SH,绿地控股,房地产,9,3,6,"高兴,周骏,郑建令",6,"112,433,467.9400",581.7500,"4,465,521,345.0700",831,,55.6984,110.6958,地方国有企业,38.9600
600608.SH,ST沪科,商业贸易,6,2,4,"张凤,唐飞,陈鹏,高文成,李德平",8,"57,036,172.6000",201.2200,"395,258,780.1000",549,,124.9987,6.8747,民营企业,8.5200
600609.SH,金杯汽车,汽车,11,4,7,"于淑君,胡春华,关伟林",8,"327,073,623.3000",300.6000,"4,924,575,342.3000",12477,,90.6902,13.8680,地方国有企业,24.3800
600610.SH,中毅达,建筑装饰,10,4,6,"郑元湖,胡霞娟,丁伟敏,王新国",8,"39,645,374.9000",194.2900,"364,389,533.9300",747,,42.7942,61.9567,地方国有企业,32.7400
600611.SH,大众交通,交通运输,7,3,4,"徐国祥,袁丽敏,钟晋倖",6,"601,960,525.7500",472.0000,"10,005,428,861.7100",28243,,42.3498,0.3921,其他企业,20.7600
600612.SH,老凤祥,轻工制造,6,2,4,"李继国,顾叶苗,黄明旭,区宁仪,史亮",9,"271,806,565.4200",383.7100,"5,483,344,062.1700",2131,,65.5947,29.6497,地方国有企业,42.0800
600613.SH,神奇制药,医药生物,9,3,6,"胡岚,张黎黎,李撰江",5,"8,531,380.5900",86.4000,"220,847,415.2400",125,,12.8966,37.5002,民营企业,39.7300
600615.SH,*ST丰华,有色金属,9,3,6,"郑懿,王佩莉,雷凌燕",4,"10,740,817.5200",202.4900,"723,878,465.9700",82,,30.0483,38.3348,外资企业,21.1300
600616.SH,金枫酒业,食品饮料,9,3,6,"车红英,张健,杜得志",7,"128,269,185.9200",432.4000,"1,394,519,911.8100",1169,,20.7337,3.5488,地方国有企业,33.0400
600617.SH,国新能源,公用事业,11,4,7,"徐宁,朱惠峰,张昀,周玉海,单启明",2,"3,078,089.1100",74.4000,"60,632,012.0000",38,,225.8085,-61.7089,民营企业,12.1800
600618.SH,氯碱化工,化工,9,3,6,"秦健,张虎,王鸣春,李莉,陈波,王林造",8,"319,298,124.0800",309.8300,"5,613,722,164.5500",2438,,55.1878,16.8294,地方国有企业,50.7300
600619.SH,海立股份,家用电器,9,3,6,"励黎,罗敏,廖德荣,张兆琪,吕康楚",6,"470,725,199.4400",490.6600,"6,589,033,960.0300",3218,,66.8181,41.8613,地方国有企业,30.4900
600620.SH,天宸股份,综合,10,4,6,"倪惠芝,施嘉伟,贾岭",5,"38,176,370.2000",339.5000,"1,162,360,432.4400",884,,41.4154,693.7698,民营企业,25.0800
600621.SH,华鑫股份,非银金融,9,3,6,"田原,张增林,唐瑛,任典帅,龙乔溪",7,"92,589,960.3400",294.1500,"2,282,908,053.0200",2415,,45.6892,39.7060,地方国有企业,26.6200
600622.SH,光大嘉宝,房地产,9,3,6,"沈飞龙,茅健,曹萍",5,"51,942,360.8800",484.3400,"5,148,978,481.8100",829,,59.0419,-23.2283,地方国有企业,12.1300
600623.SH,华谊集团,化工,7,3,4,"姚玉蒙,秦健,金晓敏,时来荣,孙昌明",9,"625,904,586.3000",457.0000,"8,453,385,886.3500",2426,,68.7031,24.6855,地方国有企业,65.6600
600624.SH,复旦复华,综合,8,3,5,"林学雷,朱泽龙,沈志宏,赵振兴,邱伟新,郁炯",7,"178,350,292.5800",418.8200,"1,433,556,633.5700",1443,,56.5807,5.8936,中央国有企业,22.0000
600626.SH,申达股份,汽车,9,3,6,"王水官,邵英豪,张志梁",6,"178,358,541.0200",359.0000,"2,887,743,310.5400",2170,,33.5077,14.9863,地方国有企业,31.0700
600628.SH,新世界,商业贸易,9,3,6,"张海广,孙跃凯,施炳焕",8,"196,477,688.7000",401.4900,"5,043,506,610.2100",984,,61.3492,10.9731,地方国有企业,25.2100
600629.SH,华建集团,建筑装饰,7,4,3,"夏玉燕,金俊德,罗自强",4,"70,101,385.1500",137.1200,"1,350,518,782.9400",653,,41.4624,-12.6360,地方国有企业,71.8700
600630.SH,龙头股份,纺织服装,9,4,5,"王国铭,姜元凯,吴建平,邵建平,沈红",4,"316,170,983.9500",255.6000,"2,579,481,755.9100",3549,,44.5983,18.8138,地方国有企业,30.0800
600633.SH,浙数文化,传媒,9,3,6,"孙华,郑大德,王根林",4,"45,808,722.4900",93.7500,"223,386,993.1600",450,,47.7819,15.0247,民营企业,27.5900
600635.SH,大众公用,公用事业,8,3,5,"俞敏,曹永勤,顾倚涛",6,"334,990,005.3200",357.0000,"9,448,824,252.8400",50,,56.3421,3.6475,其他企业,19.9900
600636.SH,国新文化,传媒,9,3,6,"曹金荣,陈利华,周建峰,刘文杰",7,"160,557,522.8400",393.2600,"3,044,153,920.0300",698,,65.1863,47.2539,地方国有企业,31.5300
600637.SH,东方明珠,传媒,9,3,6,"徐民伟,张增林,林华勇,邵连明,马坚泓",8,"252,611,089.6200",261.7800,"2,937,162,466.8800",3570,,53.3434,-9.1101,地方国有企业,42.2400
600638.SH,新黄浦,房地产,9,3,6,"胡耕华,姚建东,李彩茹",7,"46,974,500.2900",324.0000,"6,792,645,677.2900",251,,52.5300,-2.3530,中央国有企业,13.4800
600639.SH,浦东金桥,房地产,9,4,5,"王文博,周伟民,谷业琢,刘昕,唐秀康",5,"49,673,000.9300",215.1900,"8,422,822,906.2300",143,,51.8106,76.6600,地方国有企业,43.8200
600640.SH,新国脉,传媒,9,4,5,"沈绥屏,张宁燕,段炯,唐长虹",6,"35,716,767.9500",183.8100,"1,076,764,303.2100",104,,5.0828,-34.0955,中央国有企业,50.0200
600641.SH,万业企业,房地产,9,3,6,"张峻,朱明华,黄瑞,范志燕,邬德兴",7,"49,950,689.4600",452.2000,"6,618,224,595.3300",133,,53.0617,5.8393,外资企业,50.5400
600642.SH,申能股份,公用事业,11,4,7,"张行,陈铭锡,邬跃舟,谢峰,闻松青",7,"425,913,777.1300",447.1800,"35,888,935,775.6100",1810,,34.3209,23.8470,地方国有企业,47.9300
600643.SH,爱建集团,非银金融,7,2,5,"吴树楠,刘利娟,周浩奎,郭军,任文燕,张行",3,"86,348,512.9300",361.4600,"1,833,529,611.2000",389,,32.0593,-14.1869,其他企业,16.5700
600644.SH,乐山电力,公用事业,11,4,7,"赵卫华,杜品春,杨向东,赵雄翔,何党军",7,"305,248,032.4200",387.6800,"3,622,376,540.5800",5834,,71.3123,89.7848,中央国有企业,15.6900
600645.SH,中源协和,医药生物,8,3,5,"许志刚,温健,崔晶雪",6,"56,262,314.8300",287.6600,"771,686,803.5300",718,,68.3644,-12.7623,民营企业,20.0400
600647.SH,同达创业,房地产,6,2,4,"唐素青,黄劲宁,吕建",6,"11,687,437.8900",220.9300,"489,370,614.4400",21,,54.2884,-44.8864,中央国有企业,40.6800
600648.SH,外高桥,房地产,9,3,6,"芮晓玲,周祝雄,孙德友,王懋东,杜军标",7,"475,084,752.8900",317.0000,"23,955,015,886.6100",68,,78.5807,23.4608,地方国有企业,62.5400
600649.SH,城投控股,房地产,11,4,7,"王志强,杨凤娟,陈骅",7,"237,939,037.3400",331.5700,"26,084,115,404.9800",2011,,50.3349,16.0555,地方国有企业,55.6100
600650.SH,锦江在线,交通运输,11,4,7,"蔡涌钧,刘海海,潘建畅",7,"449,380,037.2900",294.0000,"3,080,148,883.6000",13724,,28.6473,15.2144,地方国有企业,38.5400
600651.SH,飞乐音响,电子,9,3,6,"张天痕,田原,顾文",9,"203,571,897.1500",449.0000,"2,128,310,430.4000",4569,,44.4595,13.3679,地方国有企业,11.6600
600652.SH,*ST游久,传媒,9,3,6,"腾飞,秦红兵,陈金虎",6,"443,075,878.1400",143.0600,"3,946,435,784.4900",8153,,49.9028,2.3719,民营企业,9.0900
600653.SH,申华控股,汽车,11,4,7,"华菊耀,刘松琪,章建美,胡春华,于淑君",5,"178,716,400.6900",362.2000,"6,948,238,732.0800",132,,70.3392,153.8168,地方国有企业,11.2970
600654.SH,ST中安,计算机,9,3,6,"田原,邵秀根,朱耀平,张增林,薛敏",7,"179,106,366.7600",243.0500,"1,723,188,720.8400",1730,,30.0644,-5.1278,地方国有企业,12.9200
600655.SH,豫园股份,商业贸易,8,3,5,"范志韵,费慧林,周贤政",8,"436,358,564.3400",478.0000,"10,272,879,331.4900",3983,,53.4529,46.1960,民营企业,17.2600
600657.SH,信达地产,房地产,9,3,6,"朱江,薛丽,段晓军",9,"256,327,904.6900",639.0000,"13,937,883,841.4000",2654,,55.0890,0.7217,中央国有企业,54.7500
600658.SH,电子城,房地产,7,3,4,"李岩,王振华,刘振泉",6,"24,279,621.6600",352.8100,"3,205,318,973.5400",75,,46.4796,1.3163,地方国有企业,69.9900
600660.SH,福耀玻璃,汽车,9,3,6,"林厚潭,朱玄丽,周遵光",7,"677,628,415.0000",978.8100,"10,566,972,326.0000",15601,,44.7132,39.9182,外资企业,22.4900
600661.SH,昂立教育,传媒,9,3,6,"肖容,吴萍,陈乃轶,袁碧雄,阎德志",7,"64,963,143.9400",237.2500,"1,001,232,715.7200",1077,,53.6961,48.5614,其他企业,38.4600
600662.SH,外服控股,交通运输,9,4,5,"金德强,胡颂恩,张敏康",5,"360,545,667.4700",146.0000,"2,920,300,877.5200",8707,,43.0123,21.1768,地方国有企业,32.5100
600663.SH,陆家嘴,房地产,9,4,5,"陶剑雯,严军,贾继锋,刘钧,陈松",8,"223,950,747.0700",321.0000,"23,531,987,996.2500",165,,49.2311,-26.2762,地方国有企业,57.6400
600664.SH,哈药股份,医药生物,7,3,4,"李大平,徐爱敏,方祖基",5,"1,080,297,159.1700",319.0000,"11,762,625,777.4100",16293,,44.3536,17.4027,地方国有企业,34.7600
600665.SH,天地源,房地产,11,4,7,"马小峰,王涛,牛跃进,张晓东,王锐,乔凯峰,贺小社",8,"67,975,656.4800",743.1700,"7,699,292,293.1700",1308,,75.1855,10.3227,地方国有企业,56.5200
600666.SH,ST瑞德,电子,16,5,11,"肖怡,邹思本,邓明明,王峰,彭越",8,"124,317,111.0900",231.8600,"1,306,471,306.3300",1741,,70.1730,19.5618,地方国有企业,32.5400
600667.SH,太极实业,电子,11,4,7,"陈月芳,朱品超,曹杰,彭美艳,黄士强",8,"230,959,609.1900",311.8100,"4,630,892,781.3800",2659,,67.3618,313.3483,地方国有企业,32.1300
600668.SH,尖峰集团,建筑材料,9,3,6,"殷荣富,金文乾,原杰,陈炳相,戴俊",7,"70,167,355.3700",357.3400,"2,155,878,109.6000",1798,,41.6630,0.0465,地方国有企业,16.1500
600671.SH,ST目药,医药生物,9,3,6,"徐一宁,江远生,汪胜明",8,"33,377,238.9300",284.8800,"319,794,370.2800",976,,51.8017,-4.5285,民营企业,19.3100
600673.SH,东阳光,医药生物,9,3,6,"吕根品,吴天贤,马江龙,张高山,吴磊",9,"185,580,366.7200",335.7400,"5,831,718,862.8600",5594,,49.3324,56.9547,民营企业,51.7240
600674.SH,川投能源,公用事业,11,4,7,"曹筱萍,金树安,孙志祥,郑世红,郭勇",6,"78,121,511.8400",93.9900,"9,986,937,449.1800",656,,41.8506,21.4008,地方国有企业,63.8800
600675.SH,中华企业,房地产,9,3,6,"郑建令,张涤蓂,王幸儿",4,"139,126,265.5300",456.5000,"21,832,476,393.5100",552,,77.2859,-26.5064,地方国有企业,36.1700
600676.SH,交运股份,汽车,9,3,6,"何积恩,胡争鸣,王萍,郭大成,张琦",5,"648,800,757.7700",458.5100,"4,949,662,505.5300",5456,,48.5184,52.7813,地方国有企业,49.1785
600678.SH,四川金顶,建筑材料,7,3,4,"但小梅,闫蜀,邓宝荣",5,"31,359,912.0600",250.8000,"1,381,017,277.0000",1797,,136.5342,-29.2934,民营企业,15.5400
600679.SH,上海凤凰,汽车,8,3,5,"朱忠杰,张玉云,魏昌建",5,"67,403,430.7400",126.0400,"1,298,277,777.0600",1750,,43.2311,0.5062,地方国有企业,33.1300
600681.SH,百川能源,公用事业,9,3,6,"罗洺,胡如平,何永杭",4,"14,258,573.2400",60.6000,"41,114,426.0700",79,,"1,199.5000",-22.1471,民营企业,22.0500
600682.SH,南京新百,医药生物,9,3,6,"张仲炜,吕雪瑾,史双凤",9,"153,045,952.2200",367.5100,"2,894,734,586.2800",975,,62.9043,9.2708,外资企业,15.7400
600683.SH,京投发展,房地产,9,3,6,"李成言,顾荻江,刘建华",10,"69,711,586.6900","1,186.4200","8,537,984,022.1400",399,,75.1344,123.1847,地方国有企业,29.8100
600684.SH,珠江股份,房地产,11,4,7,"杨家峰,韩巍,吴建桦,张纲,谢蔷",7,"48,763,968.5200",479.0400,"2,300,810,935.4100",98,,61.6613,22.9971,地方国有企业,25.9500
600685.SH,中船防务,国防军工,11,4,7,"傅孝思,刘仕柏,王树森,梁绵洪,叶伟明",8,"856,540,540.3600","1,229.2900","12,157,451,995.3800",3397,,69.1224,7.0314,中央国有企业,35.7100
600686.SH,金龙汽车,汽车,7,3,4,"詹宏超,徐斌,刘艺虹",5,"893,597,942.9000",387.1600,"12,429,034,174.2300",11787,,75.9329,37.2529,地方国有企业,13.5200
600688.SH,上海石化,化工,12,4,8,"翟亚林,吴晓琦,张成华,刘向东,王艳君,高金平,尹永利",10,"2,111,392,000.0000",650.8000,"29,158,104,000.0000",16369,,37.6746,50.0137,中央国有企业,55.5600
600689.SH,上海三毛,纺织服装,9,3,6,"顾顺良,蔡志伟,邓寿东,王建华,侯羽",7,"55,634,318.5200",380.0000,"1,228,415,804.2200",668,,66.1114,24.5616,地方国有企业,25.9500
600690.SH,海尔智家,家用电器,9,3,6,"明国庆,王玉清,王培华",5,"4,004,260,489.8300",253.0700,"29,267,156,191.6500",53412,,67.5787,35.5684,集体企业,23.4800
600691.SH,阳煤化工,化工,8,3,5,"洪伟,洪兴云,陈燕",8,"17,179,427.3600",36.0200,"104,653,001.0900",1636,,218.6344,5.7227,民营企业,28.5800
600692.SH,亚通股份,房地产,6,2,4,"顾平,毛文龙,陆伟华",6,"99,461,471.7400",221.7600,"1,436,765,454.5900",177,,64.1933,-45.1490,地方国有企业,32.5100
600693.SH,东百集团,商业贸易,9,3,6,"施敏秀,李琦,陈玲",5,"38,940,260.9300",354.9500,"1,514,500,375.3300",1076,,52.8355,21.3610,民营企业,17.5100
600694.SH,大商股份,商业贸易,13,5,8,"姜彬,王志军,王大明",6,"1,336,620,754.4000","1,039.9900","11,917,394,554.5200",26995,,73.1697,15.0275,公众企业,8.8100
600695.SH,*ST绿庭,非银金融,9,3,6,"李毓平,刘建,罗锦程",7,"50,379,618.5300",383.7700,"662,749,547.9600",50,,65.2283,5.5112,外资企业,31.3500
600696.SH,岩石股份,非银金融,5,2,3,"陈国强,王丽,林贞贞",4,"8,152,976.0800",243.9500,"776,817,054.4200",59,,27.6020,2.4888,外资企业,36.5000
600697.SH,欧亚集团,商业贸易,9,3,6,"孙巍,孙静梅,刘晓贤,李新志,姜国臣",8,"106,730,908.0600",422.4000,"3,945,159,031.4300",3572,,69.8841,33.5773,地方国有企业,22.8300
600698.SH,湖南天雁,汽车,10,3,7,"吴卫刚,韩金科,陈凤珍,陈庚,庞守美",7,"145,551,748.9400",153.7000,"1,083,043,113.8700",4866,,78.2873,-6.7251,中央国有企业,31.4300
600699.SH,均胜电子,汽车,8,3,5,"周桂田,李鑫,刘广泉",8,"62,696,186.4300",47.0000,,3,,,-40.1064,民营企业,21.8300
600702.SH,舍得酒业,食品饮料,9,3,6,"张力,崔泽贵,马勇,母仕君,李雪",7,"115,171,081.7500",183.7500,"3,189,879,093.4000",3326,,41.8715,23.6618,地方国有企业,31.8500
600703.SH,三安光电,电子,7,3,4,"柯永瑞,王笃祥,尤剑辉",7,"65,899,283.2700",240.0200,"6,018,648,040.9500",3149,,18.4125,83.4196,民营企业,35.0200
600704.SH,物产中大,交通运输,10,3,7,"张炎,陈宽,邬静乐,张宝健,高建经",8,"623,447,890.2400","1,678.0700","18,591,743,406.9000",8145,,80.6990,28.6380,地方国有企业,34.0200
600705.SH,中航产融,非银金融,7,3,4,"裴志兴,付兆华,黄文深,于洪波,赵国良,侯丽平",8,"546,258.7400",52.1800,"1,350,235,790.2100",25,,34.4903,,中央国有企业,6.2900
600706.SH,曲江文旅,休闲服务,7,3,4,"施玉坤,王燕娜,许青加",5,"10,591,549.0600",107.5000,"36,984,175.8200",72,,252.9196,-80.7422,民营企业,11.5600
600707.SH,彩虹股份,电子,9,3,6,"王琪,李加顺,葛迪",7,"149,444,844.5100",143.6300,"7,818,115,140.0300",3622,,39.8922,-12.0933,中央国有企业,22.3600
600708.SH,光明地产,房地产,9,3,6,"周丽霞,徐嘉泽,张大鸣",6,"293,754,636.6000",318.0300,"3,425,505,171.4700",12768,,58.3708,34.1554,地方国有企业,35.7800
600710.SH,苏美达,商业贸易,9,3,6,"吴建平(小),章顗,卞陇",10,"106,954,937.8800",308.0000,"2,883,765,212.1100",1450,,49.3892,42.1270,中央国有企业,35.7200
600711.SH,盛屯矿业,有色金属,7,3,4,"袁文建,刘伟新,方自强",7,"3,493,818.6100",170.6000,"1,710,805,172.2900",58,,43.9391,84.9150,民营企业,9.2700
600712.SH,南宁百货,商业贸易,9,3,6,"曹建国,程建和,赵琛,覃耀杯,甘敏",6,"99,871,366.7500",306.5300,"1,088,272,004.5600",1197,,69.6767,26.1399,地方国有企业,23.8000
