证券代码↑,证券简称,"所属申万行业名称
[行业级别] 一级行业","董事会人数
[交易日期] 2010-12-31","独立董事人数
[交易日期] 2010-12-31","非独立董事人数
[交易日期] 2010-12-31","公司监事(历任)
[交易日期] 2010-12-31","高管人数
[交易日期] 2010-12-31","支付给职工以及为职工支付的现金
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","管理层年度薪酬总额
[年度] 2010
[单位] 万元","资产总计
[报告期] 2010年报
[报表类型] 合并报表
[单位] 元","员工总数
[交易日期] 2010-12-31","净现金流
[报告期] 2010第四季度
[单位] 元","资产负债率
[报告期] 2010年报
[单位] %","营业收入(同比增长率)
[报告期] 2010年报
[单位] %","公司属性
[交易日期] 2010-12-31","大股东持股比例
[日期] 2010-12-31
[排名] 第1名
[单位] %"
300986.SZ,志特新材,有色金属,0,0,0,,0,,,,,,,,,
300987.SZ,川网传媒,传媒,0,0,0,,0,,,,,,,,,
300988.SZ,津荣天宇,机械设备,2,0,2,,2,"8,309,584.6600",,"215,461,723.4800",,,49.4614,54.1552,,
300989.SZ,蕾奥规划,建筑装饰,0,0,0,,0,,,,,,,,,
300990.SZ,同飞股份,机械设备,0,0,0,,0,,,,,,,,,
300991.SZ,创益通,电子,0,0,0,,0,,,,,,,,,
300992.SZ,泰福泵业,机械设备,0,0,0,,0,,,,,,,,,
300993.SZ,玉马遮阳,轻工制造,0,0,0,,0,,,,,,,,,
300994.SZ,久祺股份,汽车,0,0,0,,0,,,,,,,,,
300995.SZ,奇德新材,化工,0,0,0,,0,,,,,,,,,
300996.SZ,普联软件,计算机,0,0,0,,0,,,,,,,,,
300997.SZ,欢乐家,食品饮料,0,0,0,,0,,,,,,,,,
300998.SZ,宁波方正,汽车,0,0,0,,0,,,,,,,,,
300999.SZ,金龙鱼,农林牧渔,0,0,0,,0,,,,,,,,,
301000.SZ,肇民科技,汽车,0,0,0,,0,,,,,,,,,
301001.SZ,凯淳股份,传媒,0,0,0,,0,,,,,,,,,
301002.SZ,崧盛股份,电子,0,0,0,,0,,,,,,,,,
301003.SZ,江苏博云,化工,0,0,0,,0,,,,,,,,,
301004.SZ,嘉益股份,轻工制造,0,0,0,,0,,,,,,,,,
301005.SZ,超捷股份,汽车,0,0,0,,0,,,,,,,,,
301006.SZ,迈拓股份,机械设备,0,0,0,,0,,,,,,,,,
301007.SZ,德迈仕,汽车,0,0,0,,0,,,,,,,,,
301008.SZ,宏昌科技,家用电器,0,0,0,,0,,,,,,,,,
301009.SZ,可靠股份,轻工制造,0,0,0,,0,,,,,,,,,
301010.SZ,晶雪节能,化工,0,0,0,,0,,,,,,,,,
301011.SZ,华立科技,机械设备,0,0,0,,0,,,,,,,,,
301012.SZ,扬电科技,电气设备,0,0,0,,0,,,,,,,,,
301013.SZ,利和兴,机械设备,0,0,0,,0,,,,,,,,,
301015.SZ,百洋医药,医药生物,0,0,0,,0,,,,,,,,,
301016.SZ,雷尔伟,机械设备,0,0,0,,0,,,,,,,,,
301017.SZ,漱玉平民,医药生物,0,0,0,,0,,,,,,,,,
301018.SZ,申菱环境,机械设备,0,0,0,,0,,,,,,,,,
301019.SZ,宁波色母,化工,0,0,0,,0,,,,,,,,,
301020.SZ,密封科技,汽车,0,0,0,,0,,,,,,,,,
301021.SZ,英诺激光,电子,0,0,0,,0,,,,,,,,,
301022.SZ,海泰科,汽车,0,0,0,,1,,,,,,,,,
301023.SZ,江南奕帆,电气设备,0,0,0,,0,,,,,,,,,
301024.SZ,霍普股份,建筑装饰,0,0,0,,0,,,,,,,,,60.0000
301025.SZ,读客文化,传媒,0,0,0,,0,,,,,,,,,
301026.SZ,浩通科技,有色金属,0,0,0,,0,,,,,,,,,
301027.SZ,华蓝集团,建筑装饰,0,0,0,,0,,,,,,,,,
301028.SZ,东亚机械,机械设备,0,0,0,,0,,,,,,,,,
301029.SZ,怡合达,机械设备,0,0,0,,0,,,,,,,,,
301030.SZ,仕净科技,机械设备,0,0,0,,0,,,,,,,,,
301031.SZ,中熔电气,汽车,0,0,0,,0,,,,,,,,,
301032.SZ,新柴股份,机械设备,0,0,0,,0,,,,,,,,,
301033.SZ,迈普医学,医药生物,0,0,0,,0,,,,,,,,,
301035.SZ,润丰股份,化工,0,0,0,,1,,,,,,,,,
301036.SZ,双乐股份,化工,0,0,0,,0,,,,,,,,,
301037.SZ,保立佳,化工,1,0,1,,3,,,,,,,,,
301038.SZ,深水规院,建筑装饰,0,0,0,,0,,,,,,,,,
301039.SZ,中集车辆,汽车,0,0,0,,0,,,,,,,,,
301040.SZ,中环海陆,电气设备,0,0,0,,0,,,,,,,,,
301041.SZ,金百泽,电子,0,0,0,,0,"37,831,858.2800",,"260,537,168.3300",,,34.3902,62.9333,,
301042.SZ,安联锐视,计算机,0,0,0,,0,,,,,,,,,
301043.SZ,绿岛风,机械设备,0,0,0,,0,,,,,,,,,
301045.SZ,天禄科技,电子,0,0,0,,0,,,,,,,,,
301046.SZ,能辉科技,建筑装饰,0,0,0,,0,,,,,,,,,
301047.SZ,义翘神州,医药生物,0,0,0,,0,,,,,,,,,
301048.SZ,金鹰重工,机械设备,0,0,0,,0,,,,,,,,,
301049.SZ,超越科技,公用事业,0,0,0,,0,,,,,,,,,
301050.SZ,雷电微力,国防军工,0,0,0,,0,,,,,,,,,
301051.SZ,信濠光电,电子,0,0,0,,0,,,,,,,,,
301052.SZ,果麦文化,传媒,0,0,0,,0,,,,,,,,,
301053.SZ,远信工业,机械设备,0,0,0,,0,,,,,,,,,
301055.SZ,张小泉,轻工制造,0,0,0,,0,,,,,,,,,
301056.SZ,森赫股份,机械设备,0,0,0,,0,,,,,,,,,
301057.SZ,汇隆新材,化工,0,0,0,,0,,,,,,,,,
301058.SZ,中粮工科,建筑装饰,0,0,0,,0,,,,,,,,,
301059.SZ,金三江,化工,0,0,0,,0,,,,,,,,,
301060.SZ,兰卫医学,医药生物,0,0,0,,0,,,,,,,,,
301061.SZ,匠心家居,轻工制造,0,0,0,,0,,,,,,,,,
301062.SZ,上海艾录,轻工制造,0,0,0,,0,,,,,,,,,
301063.SZ,海锅股份,机械设备,0,0,0,,0,,,,,,,,,
301065.SZ,本立科技,化工,0,0,0,,0,,,,,,,,,
301066.SZ,万事利,纺织服装,0,0,0,,0,,,,,,,,,
301067.SZ,显盈科技,电子,0,0,0,,0,,,,,,,,,
301068.SZ,大地海洋,公用事业,0,0,0,,0,,,,,,,,,
301069.SZ,凯盛新材,化工,0,0,0,,0,,,,,,,,,
301070.SZ,开勒股份,机械设备,0,0,0,,0,,,,,,,,,
301071.SZ,力量钻石,机械设备,0,0,0,,0,,,,,,,,,
301072.SZ,中捷精工,汽车,0,0,0,,0,,,,,,,,,
301073.SZ,君亭酒店,休闲服务,0,0,0,,0,,,,,,,,,
301075.SZ,多瑞医药,医药生物,0,0,0,,0,,,,,,,,,
301076.SZ,新瀚新材,化工,0,0,0,,0,,,,,,,,,
301077.SZ,星华反光,化工,0,0,0,,0,,,,,,,,,
301078.SZ,孩子王,商业贸易,0,0,0,,0,,,,,,,,,
301079.SZ,邵阳液压,机械设备,0,0,0,,0,,,,,,,,,
301080.SZ,百普赛斯,医药生物,0,0,0,,0,,,,,,,,,
301081.SZ,严牌股份,化工,0,0,0,,0,,,,,,,,,
301082.SZ,久盛电气,电气设备,0,0,0,,1,,,,,,,,,
301083.SZ,百胜智能,机械设备,0,0,0,,0,,,,,,,,,
301085.SZ,亚康股份,计算机,0,0,0,,0,,,,,,,,,
301086.SZ,鸿富瀚,电子,0,0,0,,0,,,,,,,,,
301087.SZ,可孚医疗,医药生物,0,0,0,,0,,,,,,,,,
301088.SZ,戎美股份,纺织服装,0,0,0,,0,,,,,,,,,
301089.SZ,拓新药业,医药生物,0,0,0,,0,,,,,,,,,
301090.SZ,华润材料,化工,0,0,0,,0,,,,,,,,,
301091.SZ,深城交,建筑装饰,0,0,0,,0,,,,,,,,,
301092.SZ,争光股份,化工,0,0,0,,0,,,,,,,,,
301093.SZ,华兰股份,医药生物,0,0,0,,0,,,,,,,,,
301096.SZ,百诚医药,医药生物,0,0,0,,0,,,,,,,,,
301098.SZ,金埔园林,建筑装饰,0,0,0,,0,,,,,,,,,
301099.SZ,雅创电子,电子,0,0,0,,0,,,,,,,,,
301100.SZ,风光股份,化工,0,0,0,,0,,,,,,,,,
301101.SZ,明月镜片,轻工制造,0,0,0,,0,,,,,,,,,
301102.SZ,兆讯传媒,,0,0,0,,0,,,,,,,,,
301103.SZ,何氏眼科,,0,0,0,,0,,,,,,,,,
301106.SZ,骏成科技,,0,0,0,,0,,,,,,,,,
301108.SZ,洁雅股份,轻工制造,0,0,0,,0,,,,,,,,,
301110.SZ,青木股份,,0,0,0,,0,,,,,,,,,
301111.SZ,粤万年青,医药生物,0,0,0,,0,,,,,,,,,
301113.SZ,雅艺科技,,0,0,0,,0,,,,,,,,,
301116.SZ,益客食品,农林牧渔,0,0,0,,0,"83,523,162.9700",,"236,327,627.6200",,,69.2740,45.0879,,
301117.SZ,佳缘科技,计算机,0,0,0,,0,,,,,,,,,
301118.SZ,恒光股份,化工,0,0,0,,0,,,,,,,,,
301119.SZ,正强股份,汽车,0,0,0,,0,,,,,,,,,
301122.SZ,采纳股份,,0,0,0,,0,,,,,,,,,
301123.SZ,奕东电子,,0,0,0,,0,,,,,,,,,
301126.SZ,达嘉维康,医药生物,0,0,0,,0,,,,,,,,,
301127.SZ,天源环保,,0,0,0,,0,,,,,,,,,
301128.SZ,强瑞技术,机械设备,0,0,0,,0,,,,,,,,,
301129.SZ,瑞纳智能,机械设备,0,0,0,,0,,,,,,,,,
301130.SZ,西点药业,,0,0,0,,0,,,,,,,,,
301131.SZ,聚赛龙,,0,0,0,,0,,,,,,,,,
301133.SZ,金钟股份,汽车,0,0,0,,0,,,,,,,,,
301136.SZ,招标股份,建筑装饰,0,0,0,,0,,,,,,,,,
301137.SZ,哈焊华通,,0,0,0,,0,,,,,,,,,
301138.SZ,华研精机,机械设备,0,0,0,,0,,,,,,,,,
301149.SZ,隆华新材,化工,0,0,0,,0,,,,,,,,,
301155.SZ,海力风电,电气设备,0,0,0,,0,,,,,,,,,
301158.SZ,德石股份,机械设备,0,0,0,,0,,,,,,,,,
301159.SZ,三维天地,计算机,0,0,0,,0,,,,,,,,,
301166.SZ,优宁维,,0,0,0,,0,,,,,,,,,
301167.SZ,建研设计,建筑装饰,0,0,0,,0,,,,,,,,,
301168.SZ,通灵股份,电气设备,0,0,0,,0,,,,,,,,,
301169.SZ,零点有数,休闲服务,0,0,0,,0,,,,,,,,,
301177.SZ,迪阿股份,轻工制造,0,0,0,,0,,,,,,,,,
301178.SZ,天亿马,计算机,2,0,2,刘培璇,1,,,,,,,,,
301179.SZ,泽宇智能,电气设备,0,0,0,,0,,,,,,,,,
301180.SZ,万祥科技,电子,0,0,0,,0,,,,,,,,,
301181.SZ,标榜股份,,0,0,0,,0,,,,,,,,,
301182.SZ,凯旺科技,电子,0,0,0,,0,,,,,,,,,
301185.SZ,鸥玛软件,计算机,0,0,0,,0,,,,,,,,,
301186.SZ,超达装备,,0,0,0,,0,,,,,,,,,
301188.SZ,力诺特玻,轻工制造,0,0,0,,0,,,,,,,,,
301189.SZ,奥尼电子,,0,0,0,,0,,,,,,,,,
301190.SZ,善水科技,化工,0,0,0,,0,,,,,,,,,
301193.SZ,家联科技,轻工制造,0,0,0,,1,,,,,,,,,
301196.SZ,唯科科技,化工,0,0,0,,0,,,,,,,,,
301198.SZ,喜悦智行,轻工制造,0,0,0,,0,,,,,,,,,
301199.SZ,迈赫股份,机械设备,0,0,0,,0,,,,,,,,,
301200.SZ,大族数控,,0,0,0,,0,,,,,,,,,
301201.SZ,诚达药业,医药生物,1,0,1,,3,"12,038,260.2600",,"180,925,959.6600",265,,36.6235,31.6438,,
301206.SZ,三元生物,,0,0,0,,0,,,,,,,,,
301207.SZ,华兰疫苗,,0,0,0,,0,,,,,,,,,
301211.SZ,亨迪药业,医药生物,0,0,0,,0,,,,,,,,,
301213.SZ,观想科技,计算机,0,0,0,,0,,,,,,,,,
301215.SZ,中汽股份,,0,0,0,,0,,,"124,830,000.0000",,,,,,
301216.SZ,C万凯,,0,0,0,,0,,,,,,,,,
301217.SZ,铜冠铜箔,,0,0,0,,0,,,,,,,,,
301218.SZ,华是科技,,0,0,0,,0,,,,,,,,,
301219.SZ,腾远钴业,,0,0,0,,0,,,,,,,,,
301221.SZ,光庭信息,计算机,0,0,0,,0,,,,,,,,,
301222.SZ,浙江恒威,,0,0,0,,0,,,,,,,,,
301226.SZ,祥明智能,,0,0,0,,0,,,,,,,,,
301228.SZ,实朴检测,,0,0,0,,0,,,,,,,,,
301229.SZ,纽泰格,,0,0,0,,0,,,,,,,,,
301235.SZ,华康医疗,,0,0,0,,0,,,,,,,,,
301236.SZ,软通动力,,0,0,0,,0,,,,,,,,,
301237.SZ,和顺科技,,0,0,0,,0,,,,,,,,,
301256.SZ,华融化学,,0,0,0,,0,,,"639,930,100.0000",,,,,,
301258.SZ,C富士莱,,0,0,0,,0,,,,,,,,,
301263.SZ,C泰恩康,,0,0,0,,0,,,,,,,,,
430047.BJ,诺思兰德,,5,0,5,"马素永,许日山,文美玉",3,"930,038.1000",,"16,866,789.1800",15,,43.9093,59.7317,,25.1000
430090.BJ,同辉信息,,5,0,5,"刘紫洋,牛大军,陈勤红",2,"2,866,078.6300",,"24,506,667.3600",,,38.1293,24.6363,,
430198.BJ,微创光电,,0,0,0,,0,"7,364,422.1100",,"47,835,183.1000",,,36.5336,,,
430418.BJ,苏轴股份,,0,0,0,,0,"30,631,318.8800",,"98,667,975.6800",,,61.9408,46.1218,,
430489.BJ,佳先股份,,0,0,0,,0,"7,140,990.8000",,"60,424,939.7600",,,37.8115,54.6479,,65.7900
430510.BJ,丰光精密,,0,0,0,,0,,,,,,,,,
600000.SH,浦发银行,银行,19,7,12,"李庆丰,杨绍红,冯树荣,张林德,刘海彬,夏大慰,胡祖六,张宝华,李万军",9,"10,470,124,897.7400","3,598.1600","2,191,410,773,622.2400",28081,,94.3744,35.3898,地方国有企业,20.0000
600004.SH,白云机场,交通运输,11,4,7,"陈汝贞,王黎军,刘建强",7,"1,104,257,677.8700",752.4100,"11,290,507,685.5000",4016,,40.1164,16.9200,地方国有企业,61.9600
600006.SH,东风汽车,汽车,12,4,8,"叶惠成,崔忠泽,郑加坤",8,"860,666,723.4100",363.1000,"18,824,274,523.8600",9018,,61.4050,38.3521,中央国有企业,60.1000
600007.SH,中国国贸,房地产,12,4,8,"赵博雅,雷孟成,钱晓瑾",5,"169,474,750.0000","1,363.9800","9,408,555,879.0000",989,,53.8635,18.9118,外资企业,80.3800
600008.SH,首创环保,公用事业,11,4,7,"李清元,洪欣,曹桂杰",7,"497,531,653.1100",662.9800,"16,841,047,964.1200",5514,,52.9925,15.1157,地方国有企业,59.5200
600009.SH,上海机场,交通运输,9,3,6,"余宙,曹文建,于明洪,易继武,董军",8,"889,029,203.7000",814.7100,"17,501,768,303.5100",7039,,18.8346,25.4040,地方国有企业,53.2500
600010.SH,包钢股份,钢铁,13,4,9,"侯玉林,宋弘,郝润宝",7,"2,648,346,735.3800",138.0400,"42,043,987,098.7800",30838,,69.9191,19.1972,地方国有企业,61.2000
600011.SH,华能国际,公用事业,15,5,10,"于莹,吴利华,顾建国,戴新民,郭珺明,王兆斌",11,"4,196,858,027.0000",927.2400,"223,952,747,826.0000",33811,,72.8250,30.8059,中央国有企业,36.0500
600012.SH,皖通高速,交通运输,9,3,6,"董志,杨一聪,王卫生",5,"133,917,435.2600",394.9500,"9,411,387,700.0400",1562,,35.9675,19.0794,地方国有企业,31.2700
600015.SH,华夏银行,银行,18,7,11,"张国伟,李国鹏,田英,成燕红,郭建荣,李琦,刘国林,程晨,李连刚,高培勇,戚聿东",8,"4,171,179,736.2400","2,446.9000","1,040,230,442,233.4000",14304,,96.5877,42.9038,地方国有企业,13.9800
600016.SH,民生银行,银行,18,6,12,"陈进忠,乔志敏,王磊,王梁,邢继军,鲁钟男,张迪生,徐锐",8,"9,649,000,000.0000","6,828.5700","1,823,737,000,000.0000",31454,,94.2285,30.2140,公众企业,15.2700
600017.SH,日照港,交通运输,12,4,8,"张晓祥,孔宪雷,于凯,孟凡祥,曹丽梅,郭瑞敏,陈玉森",6,"389,089,505.0800",233.1600,"8,657,153,557.9200",4018,,43.9565,31.1241,地方国有企业,43.7300
600018.SH,上港集团,交通运输,9,3,6,"姚恒民,肖义家,李晓翔,周源康,张日忠",10,"3,461,097,624.0200",517.3300,"65,894,668,682.6700",22322,,37.0797,15.4733,地方国有企业,44.2300
600019.SH,宝钢股份,钢铁,11,4,7,"李黎,周桂泉,朱可炳,张丕军,林鞍",11,"8,025,470,106.3800","1,993.5000","216,065,103,749.7300",42308,,48.4681,36.2867,中央国有企业,73.9700
600020.SH,中原高速,交通运输,11,4,7,"吕少峰,郝珍,侯岳屏",15,"219,472,469.4100",496.2800,"28,352,897,452.0800",2449,,77.8858,14.1313,地方国有企业,45.0300
600021.SH,上海电力,公用事业,13,5,8,"冯俊杰,怀文明,张星燎,王国良,廖学勤,柳光池,徐庶",8,"1,035,639,656.7500",539.6500,"32,059,068,763.5500",6140,,72.6601,42.2126,中央国有企业,42.8400
600022.SH,山东钢铁,钢铁,9,3,6,"张雪晋,孙玮,陈德明,郭燕春,刘秀元",4,"1,644,690,052.5100",141.0000,"32,793,207,042.6100",18293,,77.9905,20.9929,地方国有企业,68.6900
600023.SH,浙能电力,公用事业,0,0,0,,0,"1,604,438,312.3300",,"78,511,760,679.5500",,,52.9394,,,
600025.SH,华能水电,公用事业,0,0,0,,6,"179,733,700.3300",,"73,093,684,816.5700",,,77.9556,90.0137,,56.0000
600026.SH,中远海能,交通运输,11,4,7,"徐辉,寇来起,陈秀玲,罗宇明,严志冲,於世成",6,"1,549,428,904.9300",437.4000,"40,710,176,243.6200",5714,,43.2784,27.9197,中央国有企业,46.3600
600027.SH,华电国际,公用事业,12,4,8,"李晓鹏,彭兴宇,陈斌(小)",10,"2,136,398,000.0000",615.3000,"127,860,352,000.0000",21283,,83.1166,23.9676,中央国有企业,47.2100
600028.SH,中国石化,化工,15,5,10,"李永贵,王作然,张佑才,邹惠平,周世良,陈明政,耿礼民,蒋振盈,俞仁明",13,"30,754,000,000.0000","1,133.3200","985,389,000,000.0000",373375,,54.0606,42.2385,中央国有企业,75.8400
600029.SH,南方航空,交通运输,11,4,7,"梁忠高,张薇,杨怡华,李家世,潘福",15,"8,308,000,000.0000","1,499.9700","111,229,000,000.0000",65085,,72.8317,38.8006,中央国有企业,42.2200
600030.SH,中信证券,非银金融,12,4,8,"郭昭,何德旭,雷勇,杨振宇,倪军",4,"5,615,614,544.6700","3,444.8000","153,177,670,290.9900",15476,,53.7480,26.3030,中央国有企业,23.6900
600031.SH,三一重工,机械设备,13,6,7,"姚川大,李道成,翟宪",20,"2,205,043,482.8900","1,355.2500","31,340,766,119.0200",42367,,61.9712,78.9380,民营企业,56.3800
600032.SH,浙江新能,公用事业,0,0,0,,0,,,"1,910,153,683.4600",,,,-77.2710,,
600033.SH,福建高速,交通运输,9,3,6,"聂易彬,李兆深,陈斌,叶国昌,邱榕木,黄天顺,陈振松",4,"97,417,935.5700",136.6200,"17,502,469,376.3800",780,,51.6203,-3.5202,地方国有企业,36.1600
600035.SH,楚天高速,交通运输,9,3,6,"曹永久,彭建堂,付汉林,李黎杰,马涛",6,"76,070,711.8100",240.4200,"6,011,891,046.8400",844,,47.1792,25.3096,地方国有企业,40.3700
600036.SH,招商银行,银行,17,6,11,"施顺华,杨宗鉴,邵瑞庆,韩明智,李江宁,朱根林,周启正,胡旭鹏,温建国",11,"15,963,000,000.0000","4,470.7000","2,402,507,000,000.0000",43089,,94.4222,38.7416,中央国有企业,17.8300
600037.SH,歌华有线,传媒,14,5,9,"黄广泉,刘洪昆,田秋,方丽,杨秀英",11,"339,889,309.7100","1,164.9100","9,126,167,521.7700",3265,,42.3551,24.9570,地方国有企业,44.9800
600038.SH,中直股份,国防军工,12,4,8,"侯月明,闫灵喜,罗楠",10,"199,895,459.3700",126.7700,"2,785,269,667.3900",3239,,48.6834,8.2638,中央国有企业,50.0500
600039.SH,四川路桥,建筑装饰,9,4,5,"刘刚,彭志强,曾继刚,黄洪华,冉铮海",10,"262,882,654.1400",265.0500,"7,211,034,151.3400",3310,,81.6538,44.9861,地方国有企业,35.7930
600048.SH,保利发展,房地产,9,3,6,"陈凯,李晶,刘军才",10,"635,821,703.5500","1,729.0000","152,327,972,577.5300",11392,,78.9793,56.1523,中央国有企业,44.3600
600050.SH,中国联通,通信,8,4,4,"唐富馨,李建国,姚琼",4,"23,478,996,907.0000",153.0000,"443,466,253,707.0000",215815,,53.0561,11.2393,中央国有企业,61.0500
600051.SH,宁波联合,综合,9,3,6,"康学敏,李居兴,陈建华,李梅,陈钜君",6,"109,321,318.7500",344.2300,"5,337,059,986.5100",933,,65.5224,11.6018,民营企业,29.9000
600052.SH,东望时代,传媒,9,3,6,"黄旭能,邹瑜,吕育土",4,"58,697,472.2700",181.0600,"7,955,102,937.3500",863,,73.8768,-49.0087,民营企业,38.6600
600053.SH,九鼎投资,非银金融,11,4,7,"刘耀明,陈晏燕,付传明",4,"7,530,441.9500",223.7300,"2,602,368,807.4100",64,,70.6090,-38.5416,地方国有企业,72.3700
600054.SH,黄山旅游,休闲服务,9,3,6,"洪海平,叶树敏,程巍",8,"166,958,141.2800",210.1200,"2,375,536,244.7000",3762,,37.1677,28.1112,地方国有企业,41.9500
600055.SH,万东医疗,医药生物,9,3,6,"卫华诚,范彦喜,孙登奎",9,"113,203,560.3300",592.0200,"1,008,662,887.7400",927,,41.7479,-11.8060,中央国有企业,51.5100
600056.SH,中国医药,医药生物,9,3,6,"冯驰,李虎俊,马晓东,张天宇,强勇",8,"111,821,010.9100",493.5200,"5,237,577,482.1200",1016,,69.2773,30.6790,中央国有企业,61.1000
600057.SH,厦门象屿,交通运输,10,4,6,"张文教,闫敏,程益亮,刘高宗,曾仰峰",2,"24,416,951.7100",77.6700,"153,195,956.4700",11,,99.8544,-100.0000,公众企业,32.4900
600058.SH,五矿发展,商业贸易,9,3,6,"尤勇,于敏,喻恩刚,路少波,张素青,王照虎",11,"789,357,275.1300","1,057.5100","43,236,351,008.3700",7861,,73.4582,39.4040,中央国有企业,62.5600
600059.SH,古越龙山,食品饮料,11,4,7,"陈生荣,刘剑,孟中法",7,"131,997,992.3100",301.4200,"2,829,324,821.3500",2382,,25.4465,45.7299,地方国有企业,40.5500
600060.SH,海信视像,家用电器,8,3,5,"刘峰,张祝彦,贾少谦",6,"851,960,276.2300",223.0000,"12,494,043,169.4200",13801,,53.5586,15.5224,地方国有企业,41.3600
600061.SH,国投资本,非银金融,9,3,6,"王讯,李岩,黄兴良",5,"80,172,187.9200",176.0700,"954,501,516.8000",1832,,40.2464,48.9766,中央国有企业,35.9900
600062.SH,华润双鹤,医药生物,11,5,6,"李泽光,赵宝伟,聂文辉,郑泽平,方明",10,"591,881,465.1800","1,094.9100","5,205,508,965.2700",11211,,24.5813,6.5274,中央国有企业,49.1200
600063.SH,皖维高新,化工,9,3,6,"钱道璋,李良平,胡安宁",15,"173,136,959.7700",327.8700,"5,042,357,555.1600",3080,,63.5989,43.2064,地方国有企业,38.4000
600064.SH,南京高科,房地产,6,3,3,"杨林生,倪德龙,叶启友",6,"75,679,691.6300",363.3700,"14,577,862,417.1100",735,,63.7941,26.9136,地方国有企业,34.4600
600066.SH,宇通客车,汽车,9,3,6,"刘晓涛,杨张峰,彭学敏,廖毓林,张光敏",5,"688,630,939.0900",895.3700,"6,797,037,971.9700",5216,,63.4271,53.4834,民营企业,32.9000
600067.SH,冠城大通,房地产,9,3,6,"陈道彤,林常青,余强",8,"76,498,902.4400",445.4700,"9,664,816,912.4000",269,,73.8570,91.7200,民营企业,22.8700
600070.SH,浙江富润,综合,9,3,6,"高静,郭晓映,骆丹君,张非凡,卢伯军,蔡建,石松宁",11,"102,275,918.0100",73.7800,"1,473,204,904.6000",2832,,55.8106,29.6697,地方国有企业,25.6400
600071.SH,凤凰光学,电子,9,3,6,"朱布宪,杨小军,郑礼春",7,"284,603,756.9200",319.0800,"1,117,929,381.1300",7473,,28.5337,56.6704,地方国有企业,39.4600
600072.SH,中船科技,国防军工,9,3,6,"李勇,万育红,吴启会,常荣华,陈永弟",7,"116,343,716.6900",371.7500,"2,373,379,133.2900",876,,38.7738,-5.6028,中央国有企业,40.0000
600073.SH,上海梅林,食品饮料,9,3,6,"费心佳,俞秋静,吴晓红",6,"129,104,137.3800",251.8100,"2,160,986,429.4200",2785,,60.6640,11.1338,地方国有企业,50.7400
600075.SH,新疆天业,化工,9,3,6,"齐红娣,张宝民,万霞,夏月星,王齐鸣",9,"232,817,486.7000",231.4700,"4,589,067,977.9900",4563,,52.3038,6.0331,地方国有企业,43.2700
600076.SH,康欣新材,轻工制造,9,3,6,"李云德,郭瑜,张永利",4,"11,390,351.3000",102.9600,"317,206,415.6100",651,,56.0244,-22.6095,民营企业,9.3400
600077.SH,宋都股份,房地产,7,3,4,"朱瑾,蒋燚俊",5,"5,131,469.0000",193.1900,"377,456,041.2700",34,,22.6475,-28.0896,民营企业,17.5300
600078.SH,*ST澄星,化工,9,3,6,"江新华,江国林,刘伟东",6,"81,177,816.5500",61.0000,"6,077,762,455.5200",2913,,72.3751,-1.8041,民营企业,26.2200
600079.SH,人福医药,医药生物,9,3,6,"杜燕云,齐谋甲,明华,杜越新,徐建生",8,"194,091,164.5300",392.8000,"4,228,280,568.9200",4627,,44.9505,65.7483,民营企业,17.5660
600080.SH,金花股份,医药生物,6,3,3,"葛秀丽,张秦生,张迪",6,"29,103,804.5500",116.7600,"1,427,778,660.5500",373,,49.2238,-1.3203,民营企业,25.5500
600081.SH,东风科技,汽车,9,3,6,"刘同建,谭小波,郑文",4,"224,176,759.2800",190.4800,"1,672,973,536.8300",3220,,61.0457,78.8138,中央国有企业,65.0000
600082.SH,海泰发展,房地产,9,3,6,"徐国祥,凌永立,韩凤敏,赵磊,孙士柱",4,"14,693,153.4900",105.0100,"2,953,780,050.7400",64,,43.1578,3.7688,地方国有企业,24.0100
600083.SH,*ST博信,综合,7,3,4,"温宁,邓志强,叶永玲",3,"1,858,627.9600",143.4300,"59,881,868.8000",19,,78.5290,,民营企业,14.0900
600084.SH,*ST中葡,食品饮料,12,4,8,"金万里,安涛,刘军",7,"44,843,948.7100",175.2600,"3,120,330,829.7500",848,,65.8706,41.0319,中央国有企业,42.6500
600085.SH,同仁堂,医药生物,11,4,7,"关庆维,宫勤,张锡杰,于葆墀,闫军",10,"559,747,062.1100",730.8000,"5,489,318,191.2000",2905,,23.1001,16.3001,地方国有企业,55.2400
600088.SH,中视传媒,传媒,9,3,6,"张海鸽,梁静,孙玲娣",7,"72,360,487.6300",329.5300,"1,719,951,640.1600",643,,40.0815,-13.3757,中央国有企业,54.3700
600089.SH,特变电工,电气设备,11,4,7,"魏玉贵,蔡文华,孙健,张鹏,胡有成",11,"771,867,800.4200","1,261.8800","23,615,761,614.2300",11639,,46.4089,20.4415,民营企业,11.3900
600090.SH,*ST济堂,医药生物,9,3,6,"韩玉琴,刘显章,温有为",5,"168,279,172.3600",203.9100,"1,045,982,300.7100",3492,,46.3177,0.4114,外资企业,29.9987
600091.SH,*ST明科,化工,9,3,6,"刘金红,张宪胜,程占华,崔蒙生,王永卫",5,"118,190,512.2800",51.0000,"1,537,591,937.2500",2089,,53.1568,-77.1443,中央国有企业,15.0000
600093.SH,*ST易见,非银金融,9,3,6,"郁蓉娟,夏朝怡,陈健",4,"38,958,716.2200",82.2200,"644,659,247.3400",13,,43.5645,15.1796,民营企业,33.4600
