,证券代码↑,证券简称,所属申万行业名称[行业级别] 一级行业,董事会人数[交易日期] 2010-12-31,独立董事人数[交易日期] 2010-12-31,非独立董事人数[交易日期] 2010-12-31,公司监事(历任)[交易日期] 2010-12-31,高管人数[交易日期] 2010-12-31,支付给职工以及为职工支付的现金[报告期] 2010年报[报表类型] 合并报表[单位] 元,管理层年度薪酬总额[年度] 2010[单位] 万元,资产总计[报告期] 2010年报[报表类型] 合并报表[单位] 元,员工总数[交易日期] 2010-12-31,净现金流[报告期] 2010第四季度[单位] 元,资产负债率[报告期] 2010年报[单位] %,营业收入(同比增长率)[报告期] 2010年报[单位] %,公司属性[交易日期] 2010-12-31,大股东持股比例[日期] 2010-12-31[排名] 第1名[单位] %,Stkcd,EndDate,Same,Symbol,Enddate,StatisticalCaliber,UnpaidNumber
1191,600019,宝钢股份,钢铁,11.0,4.0,7.0,"李黎,周桂泉,朱可炳,张丕军,林鞍",11.0,"8,025,470,106.3800","1,993.5000","216,065,103,749.7300",42308.0,,48.4681,36.2867,中央国有企业,73.97,600019,2010-12-31,N,600019,2010-12-31,1,7
1192,600020,中原高速,交通运输,11.0,4.0,7.0,"吕少峰,郝珍,侯岳屏",15.0,"219,472,469.4100",496.2800,"28,352,897,452.0800",2449.0,,77.8858,14.1313,地方国有企业,45.03,600020,2010-12-31,N,600020,2010-12-31,1,0
1193,600021,上海电力,公用事业,13.0,5.0,8.0,"冯俊杰,怀文明,张星燎,王国良,廖学勤,柳光池,徐庶",8.0,"1,035,639,656.7500",539.6500,"32,059,068,763.5500",6140.0,,72.6601,42.2126,中央国有企业,42.84,600021,2010-12-31,N,600021,2010-12-31,1,9
1194,600022,山东钢铁,钢铁,9.0,3.0,6.0,"张雪晋,孙玮,陈德明,郭燕春,刘秀元",4.0,"1,644,690,052.5100",141.0000,"32,793,207,042.6100",18293.0,,77.9905,20.9929,地方国有企业,68.69,600022,2010-12-31,N,600022,2010-12-31,1,7
1195,600026,中远海能,交通运输,11.0,4.0,7.0,"徐辉,寇来起,陈秀玲,罗宇明,严志冲,於世成",6.0,"1,549,428,904.9300",437.4000,"40,710,176,243.6200",5714.0,,43.2784,27.9197,中央国有企业,46.36,600026,2010-12-31,N,600026,2010-12-31,1,8
1196,600027,华电国际,公用事业,12.0,4.0,8.0,"李晓鹏,彭兴宇,陈斌(小)",10.0,"2,136,398,000.0000",615.3000,"127,860,352,000.0000",21283.0,,83.1166,23.9676,中央国有企业,47.21,600027,2010-12-31,N,600027,2010-12-31,1,8
1197,600028,中国石化,化工,15.0,5.0,10.0,"李永贵,王作然,张佑才,邹惠平,周世良,陈明政,耿礼民,蒋振盈,俞仁明",13.0,"30,754,000,000.0000","1,133.3200","985,389,000,000.0000",373375.0,,54.0606,42.2385,中央国有企业,75.84,600028,2010-12-31,N,600028,2010-12-31,1,7
1198,600029,南方航空,交通运输,11.0,4.0,7.0,"梁忠高,张薇,杨怡华,李家世,潘福",15.0,"8,308,000,000.0000","1,499.9700","111,229,000,000.0000",65085.0,,72.8317,38.8006,中央国有企业,42.22,600029,2010-12-31,N,600029,2010-12-31,1,6
1199,600030,中信证券,非银金融,12.0,4.0,8.0,"郭昭,何德旭,雷勇,杨振宇,倪军",4.0,"5,615,614,544.6700","3,444.8000","153,177,670,290.9900",15476.0,,53.7480,26.3030,中央国有企业,23.69,600030,2010-12-31,N,600030,2010-12-31,1,4
1200,600031,三一重工,机械设备,13.0,6.0,7.0,"姚川大,李道成,翟宪",20.0,"2,205,043,482.8900","1,355.2500","31,340,766,119.0200",42367.0,,61.9712,78.9380,民营企业,56.38,600031,2010-12-31,N,600031,2010-12-31,1,3
1201,600033,福建高速,交通运输,9.0,3.0,6.0,"聂易彬,李兆深,陈斌,叶国昌,邱榕木,黄天顺,陈振松",4.0,"97,417,935.5700",136.6200,"17,502,469,376.3800",780.0,,51.6203,-3.5202,地方国有企业,36.16,600033,2010-12-31,N,600033,2010-12-31,1,0
1202,600035,楚天高速,交通运输,9.0,3.0,6.0,"曹永久,彭建堂,付汉林,李黎杰,马涛",6.0,"76,070,711.8100",240.4200,"6,011,891,046.8400",844.0,,47.1792,25.3096,地方国有企业,40.37,600035,2010-12-31,N,600035,2010-12-31,1,0
1203,600036,招商银行,银行,17.0,6.0,11.0,"施顺华,杨宗鉴,邵瑞庆,韩明智,李江宁,朱根林,周启正,胡旭鹏,温建国",11.0,"15,963,000,000.0000","4,470.7000","2,402,507,000,000.0000",43089.0,,94.4222,38.7416,中央国有企业,17.83,600036,2010-12-31,N,600036,2010-12-31,1,13
1204,600037,歌华有线,传媒,14.0,5.0,9.0,"黄广泉,刘洪昆,田秋,方丽,杨秀英",11.0,"339,889,309.7100","1,164.9100","9,126,167,521.7700",3265.0,,42.3551,24.9570,地方国有企业,44.98,600037,2010-12-31,N,600037,2010-12-31,1,6
1205,600038,中直股份,国防军工,12.0,4.0,8.0,"侯月明,闫灵喜,罗楠",10.0,"199,895,459.3700",126.7700,"2,785,269,667.3900",3239.0,,48.6834,8.2638,中央国有企业,50.05,600038,2010-12-31,N,600038,2010-12-31,1,5
1206,600039,四川路桥,建筑装饰,9.0,4.0,5.0,"刘刚,彭志强,曾继刚,黄洪华,冉铮海",10.0,"262,882,654.1400",265.0500,"7,211,034,151.3400",3310.0,,81.6538,44.9861,地方国有企业,35.793,600039,2010-12-31,N,600039,2010-12-31,1,8
1207,600048,保利发展,房地产,9.0,3.0,6.0,"陈凯,李晶,刘军才",10.0,"635,821,703.5500","1,729.0000","152,327,972,577.5300",11392.0,,78.9793,56.1523,中央国有企业,44.36,600048,2010-12-31,N,600048,2010-12-31,1,6
1208,600050,中国联通,通信,8.0,4.0,4.0,"唐富馨,李建国,姚琼",4.0,"23,478,996,907.0000",153.0000,"443,466,253,707.0000",215815.0,,53.0561,11.2393,中央国有企业,61.05,600050,2010-12-31,N,600050,2010-12-31,1,7
1209,600051,宁波联合,综合,9.0,3.0,6.0,"康学敏,李居兴,陈建华,李梅,陈钜君",6.0,"109,321,318.7500",344.2300,"5,337,059,986.5100",933.0,,65.5224,11.6018,民营企业,29.9,600051,2010-12-31,N,600051,2010-12-31,1,9
1210,600052,东望时代,传媒,9.0,3.0,6.0,"黄旭能,邹瑜,吕育土",4.0,"58,697,472.2700",181.0600,"7,955,102,937.3500",863.0,,73.8768,-49.0087,民营企业,38.66,600052,2010-12-31,N,600052,2010-12-31,1,0
1211,600053,九鼎投资,非银金融,11.0,4.0,7.0,"刘耀明,陈晏燕,付传明",4.0,"7,530,441.9500",223.7300,"2,602,368,807.4100",64.0,,70.6090,-38.5416,地方国有企业,72.37,600053,2010-12-31,N,600053,2010-12-31,1,0
1212,600054,黄山旅游,休闲服务,9.0,3.0,6.0,"洪海平,叶树敏,程巍",8.0,"166,958,141.2800",210.1200,"2,375,536,244.7000",3762.0,,37.1677,28.1112,地方国有企业,41.95,600054,2010-12-31,N,600054,2010-12-31,1,1
1213,600055,万东医疗,医药生物,9.0,3.0,6.0,"卫华诚,范彦喜,孙登奎",9.0,"113,203,560.3300",592.0200,"1,008,662,887.7400",927.0,,41.7479,-11.8060,中央国有企业,51.51,600055,2010-12-31,N,600055,2010-12-31,1,5
1214,600056,中国医药,医药生物,9.0,3.0,6.0,"冯驰,李虎俊,马晓东,张天宇,强勇",8.0,"111,821,010.9100",493.5200,"5,237,577,482.1200",1016.0,,69.2773,30.6790,中央国有企业,61.1,600056,2010-12-31,N,600056,2010-12-31,1,6
1215,600057,厦门象屿,交通运输,10.0,4.0,6.0,"张文教,闫敏,程益亮,刘高宗,曾仰峰",2.0,"24,416,951.7100",77.6700,"153,195,956.4700",11.0,,99.8544,-100.0000,公众企业,32.49,600057,2010-12-31,N,600057,2010-12-31,1,7
1216,600058,五矿发展,商业贸易,9.0,3.0,6.0,"尤勇,于敏,喻恩刚,路少波,张素青,王照虎",11.0,"789,357,275.1300","1,057.5100","43,236,351,008.3700",7861.0,,73.4582,39.4040,中央国有企业,62.56,600058,2010-12-31,N,600058,2010-12-31,1,9
1217,600059,古越龙山,食品饮料,11.0,4.0,7.0,"陈生荣,刘剑,孟中法",7.0,"131,997,992.3100",301.4200,"2,829,324,821.3500",2382.0,,25.4465,45.7299,地方国有企业,40.55,600059,2010-12-31,N,600059,2010-12-31,1,0
1218,600060,海信视像,家用电器,8.0,3.0,5.0,"刘峰,张祝彦,贾少谦",6.0,"851,960,276.2300",223.0000,"12,494,043,169.4200",13801.0,,53.5586,15.5224,地方国有企业,41.36,600060,2010-12-31,N,600060,2010-12-31,1,4
1219,600061,国投资本,非银金融,9.0,3.0,6.0,"王讯,李岩,黄兴良",5.0,"80,172,187.9200",176.0700,"954,501,516.8000",1832.0,,40.2464,48.9766,中央国有企业,35.99,600061,2010-12-31,N,600061,2010-12-31,1,4
1220,600062,华润双鹤,医药生物,11.0,5.0,6.0,"李泽光,赵宝伟,聂文辉,郑泽平,方明",10.0,"591,881,465.1800","1,094.9100","5,205,508,965.2700",11211.0,,24.5813,6.5274,中央国有企业,49.12,600062,2010-12-31,N,600062,2010-12-31,1,6
1221,600063,皖维高新,化工,9.0,3.0,6.0,"钱道璋,李良平,胡安宁",15.0,"173,136,959.7700",327.8700,"5,042,357,555.1600",3080.0,,63.5989,43.2064,地方国有企业,38.4,600063,2010-12-31,N,600063,2010-12-31,1,1
1222,600064,南京高科,房地产,6.0,3.0,3.0,"杨林生,倪德龙,叶启友",6.0,"75,679,691.6300",363.3700,"14,577,862,417.1100",735.0,,63.7941,26.9136,地方国有企业,34.46,600064,2010-12-31,Y,600064,2010-12-31,1,2
1223,600066,宇通客车,汽车,9.0,3.0,6.0,"刘晓涛,杨张峰,彭学敏,廖毓林,张光敏",5.0,"688,630,939.0900",895.3700,"6,797,037,971.9700",5216.0,,63.4271,53.4834,民营企业,32.9,600066,2010-12-31,N,600066,2010-12-31,1,1
1224,600067,冠城大通,房地产,9.0,3.0,6.0,"陈道彤,林常青,余强",8.0,"76,498,902.4400",445.4700,"9,664,816,912.4000",269.0,,73.8570,91.7200,民营企业,22.87,600067,2010-12-31,N,600067,2010-12-31,1,4
1225,600070,浙江富润,综合,9.0,3.0,6.0,"高静,郭晓映,骆丹君,张非凡,卢伯军,蔡建,石松宁",11.0,"102,275,918.0100",73.7800,"1,473,204,904.6000",2832.0,,55.8106,29.6697,地方国有企业,25.64,600070,2010-12-31,N,600070,2010-12-31,1,6
1226,600071,凤凰光学,电子,9.0,3.0,6.0,"朱布宪,杨小军,郑礼春",7.0,"284,603,756.9200",319.0800,"1,117,929,381.1300",7473.0,,28.5337,56.6704,地方国有企业,39.46,600071,2010-12-31,N,600071,2010-12-31,1,2
1227,600072,中船科技,国防军工,9.0,3.0,6.0,"李勇,万育红,吴启会,常荣华,陈永弟",7.0,"116,343,716.6900",371.7500,"2,373,379,133.2900",876.0,,38.7738,-5.6028,中央国有企业,40.0,600072,2010-12-31,N,600072,2010-12-31,1,1
1228,600073,上海梅林,食品饮料,9.0,3.0,6.0,"费心佳,俞秋静,吴晓红",6.0,"129,104,137.3800",251.8100,"2,160,986,429.4200",2785.0,,60.6640,11.1338,地方国有企业,50.74,600073,2010-12-31,N,600073,2010-12-31,1,6
1229,600075,新疆天业,化工,9.0,3.0,6.0,"齐红娣,张宝民,万霞,夏月星,王齐鸣",9.0,"232,817,486.7000",231.4700,"4,589,067,977.9900",4563.0,,52.3038,6.0331,地方国有企业,43.27,600075,2010-12-31,N,600075,2010-12-31,1,3
1230,600076,康欣新材,轻工制造,9.0,3.0,6.0,"李云德,郭瑜,张永利",4.0,"11,390,351.3000",102.9600,"317,206,415.6100",651.0,,56.0244,-22.6095,民营企业,9.34,600076,2010-12-31,N,600076,2010-12-31,1,5
1231,600077,宋都股份,房地产,7.0,3.0,4.0,"朱瑾,蒋燚俊",5.0,"5,131,469.0000",193.1900,"377,456,041.2700",34.0,,22.6475,-28.0896,民营企业,17.53,600077,2010-12-31,Y,600077,2010-12-31,1,3
1232,600078,*ST澄星,化工,9.0,3.0,6.0,"江新华,江国林,刘伟东",6.0,"81,177,816.5500",61.0000,"6,077,762,455.5200",2913.0,,72.3751,-1.8041,民营企业,26.22,600078,2010-12-31,N,600078,2010-12-31,1,6
1233,600079,人福医药,医药生物,9.0,3.0,6.0,"杜燕云,齐谋甲,明华,杜越新,徐建生",8.0,"194,091,164.5300",392.8000,"4,228,280,568.9200",4627.0,,44.9505,65.7483,民营企业,17.566,600079,2010-12-31,N,600079,2010-12-31,1,0
1234,600080,金花股份,医药生物,6.0,3.0,3.0,"葛秀丽,张秦生,张迪",6.0,"29,103,804.5500",116.7600,"1,427,778,660.5500",373.0,,49.2238,-1.3203,民营企业,25.55,600080,2010-12-31,N,600080,2010-12-31,1,5
1235,600081,东风科技,汽车,9.0,3.0,6.0,"刘同建,谭小波,郑文",4.0,"224,176,759.2800",190.4800,"1,672,973,536.8300",3220.0,,61.0457,78.8138,中央国有企业,65.0,600081,2010-12-31,N,600081,2010-12-31,1,6
1236,600082,海泰发展,房地产,9.0,3.0,6.0,"徐国祥,凌永立,韩凤敏,赵磊,孙士柱",4.0,"14,693,153.4900",105.0100,"2,953,780,050.7400",64.0,,43.1578,3.7688,地方国有企业,24.01,600082,2010-12-31,,600082,2010-12-31,1,8
1237,600083,*ST博信,综合,7.0,3.0,4.0,"温宁,邓志强,叶永玲",3.0,"1,858,627.9600",143.4300,"59,881,868.8000",19.0,,78.5290,,民营企业,14.09,600083,2010-12-31,N,600083,2010-12-31,1,3
1238,600084,*ST中葡,食品饮料,12.0,4.0,8.0,"金万里,安涛,刘军",7.0,"44,843,948.7100",175.2600,"3,120,330,829.7500",848.0,,65.8706,41.0319,中央国有企业,42.65,600084,2010-12-31,N,600084,2010-12-31,1,7
1239,600085,同仁堂,医药生物,11.0,4.0,7.0,"关庆维,宫勤,张锡杰,于葆墀,闫军",10.0,"559,747,062.1100",730.8000,"5,489,318,191.2000",2905.0,,23.1001,16.3001,地方国有企业,55.24,600085,2010-12-31,N,600085,2010-12-31,1,5
1240,600088,中视传媒,传媒,9.0,3.0,6.0,"张海鸽,梁静,孙玲娣",7.0,"72,360,487.6300",329.5300,"1,719,951,640.1600",643.0,,40.0815,-13.3757,中央国有企业,54.37,600088,2010-12-31,N,600088,2010-12-31,1,6
1241,600089,特变电工,电气设备,11.0,4.0,7.0,"魏玉贵,蔡文华,孙健,张鹏,胡有成",11.0,"771,867,800.4200","1,261.8800","23,615,761,614.2300",11639.0,,46.4089,20.4415,民营企业,11.39,600089,2010-12-31,N,600089,2010-12-31,1,5
1242,600090,*ST济堂,医药生物,9.0,3.0,6.0,"韩玉琴,刘显章,温有为",5.0,"168,279,172.3600",203.9100,"1,045,982,300.7100",3492.0,,46.3177,0.4114,外资企业,29.9987,600090,2010-12-31,N,600090,2010-12-31,1,0
1243,600091,*ST明科,化工,9.0,3.0,6.0,"刘金红,张宪胜,程占华,崔蒙生,王永卫",5.0,"118,190,512.2800",51.0000,"1,537,591,937.2500",2089.0,,53.1568,-77.1443,中央国有企业,15.0,600091,2010-12-31,N,600091,2010-12-31,1,4
1244,600093,*ST易见,非银金融,9.0,3.0,6.0,"郁蓉娟,夏朝怡,陈健",4.0,"38,958,716.2200",82.2200,"644,659,247.3400",13.0,,43.5645,15.1796,民营企业,33.46,600093,2010-12-31,N,600093,2010-12-31,1,3
1245,600094,大名城,房地产,9.0,3.0,6.0,"陶建军,夏瑞平,邹兰,李羽丰,朱春林",6.0,"1,735,982.5800",54.1400,"17,792,970.9900",11.0,,24.4973,,外资企业,15.67,600094,2010-12-31,N,600094,2010-12-31,1,12
1246,600095,湘财股份,非银金融,7.0,3.0,4.0,"钟赟,叶正猛,王锦岐",4.0,"29,038,010.5300",106.1300,"1,213,207,695.7400",1248.0,,45.1170,34.2300,民营企业,17.58,600095,2010-12-31,Y,600095,2010-12-31,1,3
1247,600096,云天化,化工,9.0,3.0,6.0,"雷坚,李杰,李拥政,郑谦,梁洪",7.0,"649,169,042.3600",234.0000,"24,432,927,668.9100",10499.0,,71.0149,18.4630,地方国有企业,55.83,600096,2010-12-31,N,600096,2010-12-31,1,7
1248,600097,开创国际,农林牧渔,9.0,3.0,6.0,"尹协仁,肖琪经,张小飞",8.0,"74,784,358.1600",207.0700,"1,233,883,656.2800",610.0,,48.8155,-28.3653,地方国有企业,43.02,600097,2010-12-31,N,600097,2010-12-31,1,7
1249,600098,广州发展,公用事业,8.0,3.0,5.0,"曾燕萍,胡江波,李双印",5.0,"287,662,263.6900",244.3400,"17,309,572,197.2600",1790.0,,31.9592,17.0763,地方国有企业,67.047,600098,2010-12-31,N,600098,2010-12-31,1,6
1250,600099,林海股份,汽车,9.0,3.0,6.0,"杨健,罗会恒,韩献忠",5.0,"19,538,064.9400",36.4000,"524,903,854.3300",495.0,,8.1225,9.4340,中央国有企业,42.1,600099,2010-12-31,N,600099,2010-12-31,1,7
1251,600100,同方股份,计算机,7.0,3.0,4.0,"夏冬林,秦蓬,刘刚",10.0,"1,298,188,236.2200",589.0500,"24,864,638,224.2800",1802.0,,57.3781,18.6497,中央国有企业,23.88,600100,2010-12-31,N,600100,2010-12-31,1,5
1252,600101,明星电力,公用事业,9.0,3.0,6.0,"汪涛,张仁全,赵卫华,陶明,骆国富",7.0,"148,091,778.9500",394.3300,"2,426,112,157.4100",2527.0,,44.2876,8.9984,中央国有企业,20.07,600101,2010-12-31,N,600101,2010-12-31,1,6
1253,600103,青山纸业,轻工制造,11.0,4.0,7.0,"谢钦铭,赵文修,苏颖倩,刘凯风",8.0,"177,485,231.6100",171.2400,"3,253,425,622.5700",4053.0,,43.1160,37.6819,地方国有企业,5.02,600103,2010-12-31,N,600103,2010-12-31,1,8
1254,600104,上汽集团,汽车,11.0,4.0,7.0,"朱根林,朱宪,叶焱章",9.0,"6,869,758,214.5800",585.7000,"228,842,358,987.0900",5536.0,,64.2774,125.0114,地方国有企业,72.95,600104,2010-12-31,N,600104,2010-12-31,1,6
1255,600105,永鼎股份,通信,6.0,3.0,3.0,"庞云华,吴新荣,朱慰芳",6.0,"42,031,865.3300",340.7500,"3,437,553,780.9500",859.0,,56.0586,62.0346,民营企业,31.93,600105,2010-12-31,N,600105,2010-12-31,1,1
1256,600106,重庆路桥,交通运输,9.0,3.0,6.0,"曾建忠,许瑞,刘影,何淑美",8.0,"20,597,771.7900",420.0300,"5,653,361,436.2000",213.0,,72.8324,6.7512,外资企业,14.98,600106,2010-12-31,N,600106,2010-12-31,1,2
1257,600107,美尔雅,纺织服装,9.0,3.0,6.0,"朱明香,齐钧,刘莉,田煦,陈细宝",4.0,"116,613,902.6600",101.5400,"2,166,107,315.5600",4792.0,,72.2859,6.9519,中央国有企业,20.27,600107,2010-12-31,,600107,2010-12-31,1,5
1258,600108,亚盛集团,农林牧渔,15.0,5.0,10.0,"唐亮,王沛宁,王宁,李金有,李有宝",9.0,"130,113,176.5300",106.9500,"4,286,559,873.2100",6441.0,,37.6309,0.5742,地方国有企业,17.03,600108,2010-12-31,N,600108,2010-12-31,1,12
1259,600109,国金证券,非银金融,9.0,3.0,6.0,"舒广,张峥,王丹",7.0,"531,342,692.3500","2,041.5800","11,030,175,252.1300",2134.0,,72.5946,16.2530,民营企业,27.35,600109,2010-12-31,N,600109,2010-12-31,1,3
1260,600110,诺德股份,电子,9.0,3.0,6.0,"李怀璋,王志刚,张志臻",7.0,"72,727,920.3200",98.1500,"5,113,358,343.1900",2238.0,,56.8111,56.8547,民营企业,7.45,600110,2010-12-31,N,600110,2010-12-31,1,3
1261,600111,北方稀土,有色金属,13.0,4.0,9.0,"张君强,赵治华,郭成龙,黄立东,张志坚,王欣,白宝生",9.0,"471,735,677.7400",439.1400,"8,878,463,705.7800",3703.0,,51.1869,102.7777,地方国有企业,38.92,600111,2010-12-31,N,600111,2010-12-31,1,7
1262,600112,*ST天成,电气设备,9.0,3.0,6.0,"胡凌志,周树英,江涛",6.0,"52,402,301.6700",110.1500,"1,366,673,012.8000",1174.0,,21.5091,-2.2689,民营企业,20.5,600112,2010-12-31,Y,600112,2010-12-31,1,1
1263,600113,浙江东日,商业贸易,5.0,2.0,3.0,"季日华,严致,周易红",5.0,"9,596,549.1000",166.0000,"1,052,462,379.9200",191.0,,52.5376,38.3430,地方国有企业,48.97,600113,2010-12-31,N,600113,2010-12-31,1,2
1264,600114,东睦股份,有色金属,9.0,3.0,6.0,"藤井郭行,应伟国,金光明,陈伊珍,宋培龙",8.0,"136,824,193.1100",416.0000,"1,408,672,837.8700",3124.0,,51.9124,37.8151,公众企业,33.34,600114,2010-12-31,N,600114,2010-12-31,1,0
1265,600115,中国东航,交通运输,9.0,4.0,5.0,"刘家顺,徐昭,刘江波,燕泰胜,冯金雄",8.0,"9,884,559,000.0000",550.3200,"100,810,117,000.0000",57096.0,,83.5570,88.1888,中央国有企业,42.84,600115,2010-12-31,N,600115,2010-12-31,1,6
1266,600116,三峡水利,公用事业,9.0,3.0,6.0,"张晓光,肖静,李鲁川",7.0,"102,078,389.8500",260.4100,"2,353,016,936.9400",2033.0,,55.7446,17.7633,中央国有企业,13.82,600116,2010-12-31,N,600116,2010-12-31,1,4
1267,600117,西宁特钢,钢铁,9.0,3.0,6.0,"李全,潘维德,于鑫",9.0,"566,804,765.8700",334.3000,"11,996,116,420.5100",8474.0,,74.1026,35.9736,地方国有企业,49.87,600117,2010-12-31,N,600117,2010-12-31,1,1
1268,600118,中国卫星,国防军工,11.0,4.0,7.0,"刘旭东,边凤梅,刘晖",7.0,"278,829,896.0900",398.0000,"4,022,748,311.7400",2327.0,,50.6845,24.5424,中央国有企业,51.32,600118,2010-12-31,N,600118,2010-12-31,1,8
1269,600119,长江投资,交通运输,6.0,3.0,3.0,"孙海红,平颂恩,江林根,宋磊,吴钧镇",4.0,"61,449,798.2600",216.0000,"1,501,316,245.4600",476.0,,53.5701,170.1220,地方国有企业,38.61,600119,2010-12-31,,600119,2010-12-31,1,0
1270,600120,浙江东方,非银金融,7.0,3.0,4.0,"赵祖逵,陈新忠,龚会裕,王政,金朝萍",7.0,"305,174,588.5900","1,361.5100","7,109,040,649.3600",468.0,,55.5621,11.5583,地方国有企业,46.44,600120,2010-12-31,N,600120,2010-12-31,1,4
1271,600121,郑州煤电,采掘,12.0,6.0,6.0,"程素君,宋建成,张明剑,崔书平,张海洋,祁亮山,杜春生,任胜岳,王怀珍,杨松君,李保方,王铁庄,胡德进",13.0,"915,131,538.1900",547.4400,"5,750,577,756.0500",12914.0,,67.9145,58.0686,地方国有企业,52.62,600121,2010-12-31,N,600121,2010-12-31,1,15
1272,600122,ST宏图,商业贸易,11.0,4.0,7.0,"金艳民,李旻,陈亚莉",7.0,"283,385,278.0700",90.8000,"9,438,663,823.0200",8625.0,,54.3832,5.1901,民营企业,20.65,600122,2010-12-31,N,600122,2010-12-31,1,7
1273,600123,兰花科创,采掘,9.0,3.0,6.0,"王国强,常永茂,殷明",14.0,"952,735,588.9400",740.0100,"13,561,648,092.0100",16531.0,,47.5171,3.4893,地方国有企业,45.11,600123,2010-12-31,N,600123,2010-12-31,1,4
1274,600125,铁龙物流,交通运输,9.0,3.0,6.0,"齐志岩,王贤富,石玉明,刘德铭,王敬孝,宋德绪",12.0,"155,051,846.2000",733.9100,"3,501,160,458.6200",1941.0,,8.8642,39.4857,中央国有企业,15.9,600125,2010-12-31,N,600125,2010-12-31,1,7
1275,600126,杭钢股份,钢铁,11.0,4.0,7.0,"吴东明,王安平,王健",6.0,"736,553,364.3800",170.5500,"8,936,202,613.8200",5870.0,,57.5286,23.5446,地方国有企业,65.07,600126,2010-12-31,N,600126,2010-12-31,1,7
1276,600127,金健米业,农林牧渔,5.0,1.0,4.0,"刘学清,余少君,肖瑛",8.0,"88,266,947.7400",249.2600,"1,480,344,375.1300",2668.0,,61.1961,1.9948,公众企业,20.62,600127,2010-12-31,N,600127,2010-12-31,1,0
1277,600128,弘业股份,综合,6.0,2.0,4.0,"濮学年,赵琨,史剑,黄东彦,黄林涛",7.0,"108,741,685.6700",164.0000,"3,378,924,844.0700",324.0,,59.3176,23.7925,地方国有企业,24.04,600128,2010-12-31,N,600128,2010-12-31,1,6
1278,600129,太极集团,医药生物,15.0,5.0,10.0,"罗文义,卢军,张春宏,谭礼文,徐卫国",7.0,"597,909,310.9000",181.8100,"7,021,966,464.2800",11407.0,,77.5169,13.4722,地方国有企业,38.81,600129,2010-12-31,N,600129,2010-12-31,1,8
1279,600130,波导股份,通信,8.0,3.0,5.0,"史俊杰,赵书钦,方平浪",8.0,"64,805,538.3900",235.5400,"901,046,668.4200",1103.0,,30.4110,-10.3427,民营企业,21.71,600130,2010-12-31,N,600130,2010-12-31,1,5
1280,600131,国网信通,公用事业,11.0,4.0,7.0,"袁红专,曹和平,卢争跃,杜新萍,阴胜奎",8.0,"77,372,405.3900",361.9800,"2,216,136,647.8500",932.0,,70.7294,41.3302,中央国有企业,23.918,600131,2010-12-31,N,600131,2010-12-31,1,9
1281,600132,重庆啤酒,食品饮料,11.0,4.0,7.0,"邓寿东,王东亚,刘秋元,秦鸿志,陈先国,路倩原,刘德华",8.0,"284,831,252.0500",575.2000,"3,552,995,104.0800",2940.0,,57.8823,5.0839,外资企业,20.0,600132,2010-12-31,N,600132,2010-12-31,1,5
1282,600133,东湖高新,建筑装饰,9.0,3.0,6.0,"张虹,胡燕鸣,涂超圆,李醒群,邓涛,周旭锋,林乘风",7.0,"39,370,503.9900",401.5000,"3,154,149,080.3800",466.0,,70.6558,176.7009,民营企业,14.37,600133,2010-12-31,N,600133,2010-12-31,1,7
1283,600135,乐凯胶片,轻工制造,9.0,3.0,6.0,"卢树敬,胡冬辉,郝春深",7.0,"84,126,974.1300",133.7600,"1,051,150,236.1800",1702.0,,5.5685,8.6257,中央国有企业,35.605,600135,2010-12-31,N,600135,2010-12-31,1,8
1284,600136,当代文体,传媒,7.0,3.0,4.0,"许欣平,龚明山,左瑶华",5.0,"3,296,293.0100",164.9500,"151,050,261.3300",70.0,,21.8860,-64.8638,民营企业,19.39,600136,2010-12-31,Y,600136,2010-12-31,1,1
1285,600137,浪莎股份,纺织服装,5.0,2.0,3.0,"陈筱斐,翁关荣,龚群杰",7.0,"12,538,734.0900",85.2300,"582,148,646.8100",629.0,,30.2866,57.0898,民营企业,42.48,600137,2010-12-31,N,600137,2010-12-31,1,2
1286,600138,中青旅,休闲服务,10.0,4.0,6.0,"丁旗,丁强,汤文选",9.0,"302,612,284.1700","1,773.7000","7,598,171,449.7800",5806.0,,57.4903,-1.7289,中央国有企业,16.56,600138,2010-12-31,N,600138,2010-12-31,1,1
