,证券代码↑,证券简称,所属申万行业名称[行业级别] 一级行业,董事会人数[交易日期] 2010-12-31,独立董事人数[交易日期] 2010-12-31,非独立董事人数[交易日期] 2010-12-31,公司监事(历任)[交易日期] 2010-12-31,高管人数[交易日期] 2010-12-31,支付给职工以及为职工支付的现金[报告期] 2010年报[报表类型] 合并报表[单位] 元,管理层年度薪酬总额[年度] 2010[单位] 万元,资产总计[报告期] 2010年报[报表类型] 合并报表[单位] 元,员工总数[交易日期] 2010-12-31,净现金流[报告期] 2010第四季度[单位] 元,资产负债率[报告期] 2010年报[单位] %,营业收入(同比增长率)[报告期] 2010年报[单位] %,公司属性[交易日期] 2010-12-31,大股东持股比例[日期] 2010-12-31[排名] 第1名[单位] %,Stkcd,EndDate,Same,Symbol,Enddate,StatisticalCaliber,UnpaidNumber
1627,600568,ST中珠,房地产,9.0,3.0,6.0,"颜建,黄冬梅,关意洪",3.0,"27,003,481.4500",113.2000,"2,124,524,706.0900",695.0,,65.0383,-77.7465,民营企业,47.22,600568,2010-12-31,Y,600568,2010-12-31,1,2
1628,600569,安阳钢铁,钢铁,9.0,3.0,6.0,"靳雨顺,张殿军,魏书斌,吴长顺,张太升",6.0,"1,709,586,411.5300",179.8500,"31,431,326,057.6900",25346.0,,65.6410,23.4966,地方国有企业,60.11,600569,2010-12-31,N,600569,2010-12-31,1,7
1629,600570,恒生电子,计算机,11.0,4.0,7.0,"柳阳,陈春荣,王悦东",6.0,"242,407,028.7000",933.9100,"1,598,682,715.3600",2254.0,,32.2533,18.8451,民营企业,21.38,600570,2010-12-31,N,600570,2010-12-31,1,1
1630,600571,信雅达,计算机,9.0,3.0,6.0,"杨昌济,张云姣,曹海强,陈旭",13.0,"150,530,931.7600",458.9000,"770,376,339.4200",1955.0,,46.8737,6.8060,民营企业,22.13,600571,2010-12-31,N,600571,2010-12-31,1,1
1631,600572,康恩贝,医药生物,9.0,3.0,6.0,"杨金龙,陆志国,胡钢亮",7.0,"194,131,913.0600",336.6300,"2,463,458,219.5800",4641.0,,30.3369,27.9327,民营企业,34.36,600572,2010-12-31,N,600572,2010-12-31,1,2
1632,600573,惠泉啤酒,食品饮料,9.0,3.0,6.0,"刘来欣,周辉芳,孟路军,邓连成,谢艺云",10.0,"109,990,016.1900",152.7900,"1,269,907,272.8600",2397.0,,10.8361,-17.0440,地方国有企业,50.03,600573,2010-12-31,N,600573,2010-12-31,1,0
1633,600575,淮河能源,交通运输,11.0,4.0,7.0,"艾强,杨学伟,江文革,张学连,刘万春",12.0,"149,944,495.5600",293.3500,"9,735,529,311.9400",4219.0,,74.2028,"3,116.7875",地方国有企业,32.02,600575,2010-12-31,N,600575,2010-12-31,1,14
1634,600576,祥源文化,传媒,7.0,3.0,4.0,"谢国双,朱智勇,林和国",3.0,"21,586,903.4300",76.4000,"617,602,042.3700",835.0,,12.6455,3.6938,民营企业,51.5,600576,2010-12-31,N,600576,2010-12-31,1,2
1635,600577,精达股份,电气设备,9.0,3.0,6.0,"陈荣,张军强,张轶煜",6.0,"83,652,542.3600",176.0000,"3,417,280,203.0700",1801.0,,66.1270,89.9606,民营企业,18.34,600577,2010-12-31,N,600577,2010-12-31,1,0
1636,600578,京能电力,公用事业,9.0,3.0,6.0,"李明星,刘淑琴,刘嘉凯,李迅,冯金艺",7.0,"296,084,459.0000",176.5400,"9,244,368,790.1400",1396.0,,64.0558,40.6956,地方国有企业,34.86,600578,2010-12-31,N,600578,2010-12-31,1,8
1637,600579,克劳斯,机械设备,9.0,3.0,6.0,"乔政毅,丁唯颖,袁房林",6.0,"82,075,210.0500",74.0000,"1,402,043,365.5400",2355.0,,102.4914,20.4768,中央国有企业,46.33,600579,2010-12-31,N,600579,2010-12-31,1,7
1638,600580,卧龙电驱,电气设备,9.0,3.0,6.0,"陈体引,张金红,方君仙",7.0,"187,579,925.0100",259.2000,"4,063,665,527.5000",5395.0,,36.1580,30.0895,民营企业,25.64,600580,2010-12-31,N,600580,2010-12-31,1,4
1639,600581,八一钢铁,钢铁,8.0,2.0,6.0,"李友忠,肖明光,陈敬贵",5.0,"425,256,510.7600",224.9100,"12,180,670,421.4600",5847.0,,72.4568,43.8438,中央国有企业,53.12,600581,2010-12-31,N,600581,2010-12-31,1,2
1640,600582,天地科技,机械设备,9.0,3.0,6.0,"齐联,余伟俊,王明山,李玉魁,许春生,王一玫,杨建立,闵勇,赵银生",7.0,"1,066,070,133.1200",545.4000,"10,559,737,625.7500",9718.0,,46.9559,20.7415,中央国有企业,61.9,600582,2010-12-31,N,600582,2010-12-31,1,6
1641,600583,海油工程,采掘,7.0,3.0,4.0,"王朝柱,安学芬,冯震",8.0,"1,241,448,090.5600",422.9300,"17,920,695,315.7800",9435.0,,49.2864,-48.8724,中央国有企业,48.79,600583,2010-12-31,,600583,2010-12-31,1,5
1642,600584,长电科技,电子,9.0,3.0,6.0,"冯东明,叶文芝,赖志明",11.0,"483,665,267.0800",599.3300,"4,716,681,181.3200",5708.0,,46.4661,52.6036,民营企业,16.28,600584,2010-12-31,N,600584,2010-12-31,1,2
1643,600585,海螺水泥,建筑材料,8.0,3.0,5.0,"王燕谋,王俊,丁锋",9.0,"1,579,762,901.0000",723.4200,"60,411,852,826.0000",33123.0,,41.0185,38.0441,地方国有企业,36.2,600585,2010-12-31,N,600585,2010-12-31,1,5
1644,600586,金晶科技,建筑材料,9.0,3.0,6.0,"王化忠,翟木贵,姚明舒,李海杰,宋成俊",11.0,"146,304,263.5200",241.7000,"6,039,346,004.6100",1649.0,,54.0956,34.4129,民营企业,38.69,600586,2010-12-31,N,600586,2010-12-31,1,6
1645,600587,新华医疗,医药生物,9.0,3.0,6.0,"王克旭,王世平,王玉全",7.0,"102,240,964.2200",232.1700,"1,491,010,224.5600",1758.0,,47.8837,51.5216,地方国有企业,29.0,600587,2010-12-31,N,600587,2010-12-31,1,0
1646,600588,用友网络,计算机,6.0,3.0,3.0,"乔海,许建钢,严绍业",22.0,"1,307,688,437.0000","3,034.6300","4,765,924,161.0000",10689.0,,46.1635,26.9203,民营企业,29.07,600588,2010-12-31,Y,600588,2010-12-31,1,0
1647,600589,ST榕泰,化工,7.0,3.0,4.0,"杨愈静,罗海平,谢少勤",6.0,"13,736,492.1200",96.1000,"2,900,059,102.7200",951.0,,36.8238,22.0637,民营企业,22.18,600589,2010-12-31,N,600589,2010-12-31,1,0
1648,600590,泰豪科技,电气设备,7.0,3.0,4.0,"孙岷,饶兰秀,万晓民",9.0,"164,442,194.2300",274.0400,"4,852,961,584.4500",2591.0,,56.6059,24.4070,地方国有企业,22.71,600590,2010-12-31,N,600590,2010-12-31,1,4
1649,600592,龙溪股份,机械设备,9.0,3.0,6.0,"张泰生,洪丽玲,曾艳辉,张吉西,何两加",5.0,"105,242,164.2600",329.1900,"1,730,694,425.5600",746.0,,31.5658,45.6034,地方国有企业,31.39,600592,2010-12-31,N,600592,2010-12-31,1,4
1650,600593,*ST圣亚,休闲服务,9.0,3.0,6.0,"吴健,李绍君,赵成东,范力,Ricci Gordon Jakamarra Simpson Simo,金永春",6.0,"19,089,383.7400",115.0000,"596,887,395.7800",251.0,,51.3744,8.4163,地方国有企业,24.03,600593,2010-12-31,N,600593,2010-12-31,1,8
1651,600594,益佰制药,医药生物,9.0,3.0,6.0,"龚丹青,张圣贵,李刚",5.0,"120,700,190.3700",226.4600,"1,564,866,974.9900",4689.0,,44.0175,12.2430,民营企业,23.02,600594,2010-12-31,Y,600594,2010-12-31,1,0
1652,600595,ST中孚,有色金属,9.0,3.0,6.0,"陈海涛,钱宇,马治国",6.0,"218,255,324.8100",416.0700,"13,732,534,108.6000",6313.0,,77.2972,69.0366,外资企业,51.28,600595,2010-12-31,N,600595,2010-12-31,1,2
1653,600596,新安股份,化工,9.0,3.0,6.0,"包雪传,赵益明,贾旭东",8.0,"312,214,307.9300",668.1000,"6,156,718,625.9700",1847.0,,31.2377,12.8953,民营企业,14.98,600596,2010-12-31,N,600596,2010-12-31,1,4
1654,600597,光明乳业,食品饮料,7.0,4.0,3.0,"张大鸣,王春喜,夏旭升",9.0,"522,391,187.0000",849.7000,"5,974,549,480.0000",2686.0,,55.0293,20.5074,地方国有企业,35.0268,600597,2010-12-31,N,600597,2010-12-31,1,4
1655,600598,北大荒,农林牧渔,11.0,4.0,7.0,"于国良,姜秀奇,徐丰年",5.0,"562,512,825.4900",236.3400,"17,904,665,176.3600",39485.0,,67.1928,41.4866,中央国有企业,64.14,600598,2010-12-31,N,600598,2010-12-31,1,6
1656,600599,ST熊猫,非银金融,9.0,3.0,6.0,"魏玉平,于玲,刘志轩",8.0,"15,191,000.7200",152.6200,"526,474,171.4800",227.0,,52.6513,18.9586,民营企业,27.39,600599,2010-12-31,N,600599,2010-12-31,1,1
1657,600600,青岛啤酒,食品饮料,11.0,4.0,7.0,"薛超山,杜常功,小路明善,刘清远,钟明山,曹向东,孙丽红",11.0,"1,972,363,366.0000","2,079.6900","17,777,115,858.0000",35306.0,,45.3244,10.3834,地方国有企业,30.45,600600,2010-12-31,N,600600,2010-12-31,1,2
1658,600601,ST方科,电子,9.0,3.0,6.0,"谢克海,余丽,蒋艳华",8.0,"287,585,913.8700",294.0000,"6,995,831,374.2900",6955.0,,41.3106,4.8556,其他企业,11.65,600601,2010-12-31,N,600601,2010-12-31,1,7
1659,600602,云赛智联,计算机,9.0,3.0,6.0,"马坚泓,周克明,徐民伟,陈晓峰,张增林",5.0,"107,008,132.7600",190.9700,"2,484,712,091.8800",267.0,,7.8110,-7.5059,地方国有企业,30.07,600602,2010-12-31,N,600602,2010-12-31,1,7
1660,600603,广汇物流,综合,9.0,3.0,6.0,"曹蔚苍,谢抒,庄榕",5.0,"3,083,911.7800",157.5700,"36,028,819.8600",16.0,,864.1753,,民营企业,4.44,600603,2010-12-31,N,600603,2010-12-31,1,6
1661,600604,市北高新,房地产,9.0,3.0,6.0,"杨敏,陈丽平,吴桂生,单国众",9.0,"61,304,598.0200",133.1600,"833,972,905.6000",453.0,,79.5700,62.9023,地方国有企业,41.92,600604,2010-12-31,N,600604,2010-12-31,1,5
1662,600605,汇通能源,商业贸易,7.0,3.0,4.0,"张静仪,马海光,张文伟",7.0,"8,834,641.1100",100.4000,"818,619,212.2100",46.0,,43.8445,16.3392,民营企业,32.83,600605,2010-12-31,N,600605,2010-12-31,1,4
1663,600606,绿地控股,房地产,9.0,3.0,6.0,"高兴,周骏,郑建令",6.0,"112,433,467.9400",581.7500,"4,465,521,345.0700",831.0,,55.6984,110.6958,地方国有企业,38.96,600606,2010-12-31,N,600606,2010-12-31,1,5
1664,600608,ST沪科,商业贸易,6.0,2.0,4.0,"张凤,唐飞,陈鹏,高文成,李德平",8.0,"57,036,172.6000",201.2200,"395,258,780.1000",549.0,,124.9987,6.8747,民营企业,8.52,600608,2010-12-31,N,600608,2010-12-31,1,4
1665,600609,金杯汽车,汽车,11.0,4.0,7.0,"于淑君,胡春华,关伟林",8.0,"327,073,623.3000",300.6000,"4,924,575,342.3000",12477.0,,90.6902,13.8680,地方国有企业,24.38,600609,2010-12-31,N,600609,2010-12-31,1,8
1666,600610,中毅达,建筑装饰,10.0,4.0,6.0,"郑元湖,胡霞娟,丁伟敏,王新国",8.0,"39,645,374.9000",194.2900,"364,389,533.9300",747.0,,42.7942,61.9567,地方国有企业,32.74,600610,2010-12-31,N,600610,2010-12-31,1,4
1667,600611,大众交通,交通运输,7.0,3.0,4.0,"徐国祥,袁丽敏,钟晋倖",6.0,"601,960,525.7500",472.0000,"10,005,428,861.7100",28243.0,,42.3498,0.3921,其他企业,20.76,600611,2010-12-31,Y,600611,2010-12-31,1,2
1668,600612,老凤祥,轻工制造,6.0,2.0,4.0,"李继国,顾叶苗,黄明旭,区宁仪,史亮",9.0,"271,806,565.4200",383.7100,"5,483,344,062.1700",2131.0,,65.5947,29.6497,地方国有企业,42.08,600612,2010-12-31,N,600612,2010-12-31,1,1
1669,600613,神奇制药,医药生物,9.0,3.0,6.0,"胡岚,张黎黎,李撰江",5.0,"8,531,380.5900",86.4000,"220,847,415.2400",125.0,,12.8966,37.5002,民营企业,39.73,600613,2010-12-31,N,600613,2010-12-31,1,7
1670,600615,*ST丰华,有色金属,9.0,3.0,6.0,"郑懿,王佩莉,雷凌燕",4.0,"10,740,817.5200",202.4900,"723,878,465.9700",82.0,,30.0483,38.3348,外资企业,21.13,600615,2010-12-31,N,600615,2010-12-31,1,0
1671,600616,金枫酒业,食品饮料,9.0,3.0,6.0,"车红英,张健,杜得志",7.0,"128,269,185.9200",432.4000,"1,394,519,911.8100",1169.0,,20.7337,3.5488,地方国有企业,33.04,600616,2010-12-31,N,600616,2010-12-31,1,4
1672,600617,国新能源,公用事业,11.0,4.0,7.0,"徐宁,朱惠峰,张昀,周玉海,单启明",2.0,"3,078,089.1100",74.4000,"60,632,012.0000",38.0,,225.8085,-61.7089,民营企业,12.18,600617,2010-12-31,Y,600617,2010-12-31,1,9
1673,600618,氯碱化工,化工,9.0,3.0,6.0,"秦健,张虎,王鸣春,李莉,陈波,王林造",8.0,"319,298,124.0800",309.8300,"5,613,722,164.5500",2438.0,,55.1878,16.8294,地方国有企业,50.73,600618,2010-12-31,N,600618,2010-12-31,1,4
1674,600619,海立股份,家用电器,9.0,3.0,6.0,"励黎,罗敏,廖德荣,张兆琪,吕康楚",6.0,"470,725,199.4400",490.6600,"6,589,033,960.0300",3218.0,,66.8181,41.8613,地方国有企业,30.49,600619,2010-12-31,N,600619,2010-12-31,1,4
1675,600620,天宸股份,综合,10.0,4.0,6.0,"倪惠芝,施嘉伟,贾岭",5.0,"38,176,370.2000",339.5000,"1,162,360,432.4400",884.0,,41.4154,693.7698,民营企业,25.08,600620,2010-12-31,N,600620,2010-12-31,1,5
1676,600621,华鑫股份,非银金融,9.0,3.0,6.0,"田原,张增林,唐瑛,任典帅,龙乔溪",7.0,"92,589,960.3400",294.1500,"2,282,908,053.0200",2415.0,,45.6892,39.7060,地方国有企业,26.62,600621,2010-12-31,N,600621,2010-12-31,1,7
1677,600622,光大嘉宝,房地产,9.0,3.0,6.0,"沈飞龙,茅健,曹萍",5.0,"51,942,360.8800",484.3400,"5,148,978,481.8100",829.0,,59.0419,-23.2283,地方国有企业,12.13,600622,2010-12-31,Y,600622,2010-12-31,1,6
1678,600623,华谊集团,化工,7.0,3.0,4.0,"姚玉蒙,秦健,金晓敏,时来荣,孙昌明",9.0,"625,904,586.3000",457.0000,"8,453,385,886.3500",2426.0,,68.7031,24.6855,地方国有企业,65.66,600623,2010-12-31,N,600623,2010-12-31,1,3
1679,600624,复旦复华,综合,8.0,3.0,5.0,"林学雷,朱泽龙,沈志宏,赵振兴,邱伟新,郁炯",7.0,"178,350,292.5800",418.8200,"1,433,556,633.5700",1443.0,,56.5807,5.8936,中央国有企业,22.0,600624,2010-12-31,N,600624,2010-12-31,1,6
1680,600626,申达股份,汽车,9.0,3.0,6.0,"王水官,邵英豪,张志梁",6.0,"178,358,541.0200",359.0000,"2,887,743,310.5400",2170.0,,33.5077,14.9863,地方国有企业,31.07,600626,2010-12-31,N,600626,2010-12-31,1,5
1681,600628,新世界,商业贸易,9.0,3.0,6.0,"张海广,孙跃凯,施炳焕",8.0,"196,477,688.7000",401.4900,"5,043,506,610.2100",984.0,,61.3492,10.9731,地方国有企业,25.21,600628,2010-12-31,N,600628,2010-12-31,1,4
1682,600629,华建集团,建筑装饰,7.0,4.0,3.0,"夏玉燕,金俊德,罗自强",4.0,"70,101,385.1500",137.1200,"1,350,518,782.9400",653.0,,41.4624,-12.6360,地方国有企业,71.87,600629,2010-12-31,N,600629,2010-12-31,1,5
1683,600630,龙头股份,纺织服装,9.0,4.0,5.0,"王国铭,姜元凯,吴建平,邵建平,沈红",4.0,"316,170,983.9500",255.6000,"2,579,481,755.9100",3549.0,,44.5983,18.8138,地方国有企业,30.08,600630,2010-12-31,N,600630,2010-12-31,1,4
1684,600633,浙数文化,传媒,9.0,3.0,6.0,"孙华,郑大德,王根林",4.0,"45,808,722.4900",93.7500,"223,386,993.1600",450.0,,47.7819,15.0247,民营企业,27.59,600633,2010-12-31,N,600633,2010-12-31,1,9
1685,600635,大众公用,公用事业,8.0,3.0,5.0,"俞敏,曹永勤,顾倚涛",6.0,"334,990,005.3200",357.0000,"9,448,824,252.8400",50.0,,56.3421,3.6475,其他企业,19.99,600635,2010-12-31,N,600635,2010-12-31,1,5
1686,600636,国新文化,传媒,9.0,3.0,6.0,"曹金荣,陈利华,周建峰,刘文杰",7.0,"160,557,522.8400",393.2600,"3,044,153,920.0300",698.0,,65.1863,47.2539,地方国有企业,31.53,600636,2010-12-31,N,600636,2010-12-31,1,3
1687,600637,东方明珠,传媒,9.0,3.0,6.0,"徐民伟,张增林,林华勇,邵连明,马坚泓",8.0,"252,611,089.6200",261.7800,"2,937,162,466.8800",3570.0,,53.3434,-9.1101,地方国有企业,42.24,600637,2010-12-31,N,600637,2010-12-31,1,7
1688,600638,新黄浦,房地产,9.0,3.0,6.0,"胡耕华,姚建东,李彩茹",7.0,"46,974,500.2900",324.0000,"6,792,645,677.2900",251.0,,52.5300,-2.3530,中央国有企业,13.48,600638,2010-12-31,N,600638,2010-12-31,1,6
1689,600639,浦东金桥,房地产,9.0,4.0,5.0,"王文博,周伟民,谷业琢,刘昕,唐秀康",5.0,"49,673,000.9300",215.1900,"8,422,822,906.2300",143.0,,51.8106,76.6600,地方国有企业,43.82,600639,2010-12-31,N,600639,2010-12-31,1,8
1690,600640,新国脉,传媒,9.0,4.0,5.0,"沈绥屏,张宁燕,段炯,唐长虹",6.0,"35,716,767.9500",183.8100,"1,076,764,303.2100",104.0,,5.0828,-34.0955,中央国有企业,50.02,600640,2010-12-31,N,600640,2010-12-31,1,7
1691,600641,万业企业,房地产,9.0,3.0,6.0,"张峻,朱明华,黄瑞,范志燕,邬德兴",7.0,"49,950,689.4600",452.2000,"6,618,224,595.3300",133.0,,53.0617,5.8393,外资企业,50.54,600641,2010-12-31,N,600641,2010-12-31,1,9
1692,600642,申能股份,公用事业,11.0,4.0,7.0,"张行,陈铭锡,邬跃舟,谢峰,闻松青",7.0,"425,913,777.1300",447.1800,"35,888,935,775.6100",1810.0,,34.3209,23.8470,地方国有企业,47.93,600642,2010-12-31,N,600642,2010-12-31,1,7
1693,600643,爱建集团,非银金融,7.0,2.0,5.0,"吴树楠,刘利娟,周浩奎,郭军,任文燕,张行",3.0,"86,348,512.9300",361.4600,"1,833,529,611.2000",389.0,,32.0593,-14.1869,其他企业,16.57,600643,2010-12-31,N,600643,2010-12-31,1,7
1694,600644,乐山电力,公用事业,11.0,4.0,7.0,"赵卫华,杜品春,杨向东,赵雄翔,何党军",7.0,"305,248,032.4200",387.6800,"3,622,376,540.5800",5834.0,,71.3123,89.7848,中央国有企业,15.69,600644,2010-12-31,N,600644,2010-12-31,1,7
1695,600645,中源协和,医药生物,8.0,3.0,5.0,"许志刚,温健,崔晶雪",6.0,"56,262,314.8300",287.6600,"771,686,803.5300",718.0,,68.3644,-12.7623,民营企业,20.04,600645,2010-12-31,,600645,2010-12-31,1,0
1696,600647,同达创业,房地产,6.0,2.0,4.0,"唐素青,黄劲宁,吕建",6.0,"11,687,437.8900",220.9300,"489,370,614.4400",21.0,,54.2884,-44.8864,中央国有企业,40.68,600647,2010-12-31,,600647,2010-12-31,1,6
1697,600648,外高桥,房地产,9.0,3.0,6.0,"芮晓玲,周祝雄,孙德友,王懋东,杜军标",7.0,"475,084,752.8900",317.0000,"23,955,015,886.6100",68.0,,78.5807,23.4608,地方国有企业,62.54,600648,2010-12-31,N,600648,2010-12-31,1,8
1698,600649,城投控股,房地产,11.0,4.0,7.0,"王志强,杨凤娟,陈骅",7.0,"237,939,037.3400",331.5700,"26,084,115,404.9800",2011.0,,50.3349,16.0555,地方国有企业,55.61,600649,2010-12-31,N,600649,2010-12-31,1,7
1699,600650,锦江在线,交通运输,11.0,4.0,7.0,"蔡涌钧,刘海海,潘建畅",7.0,"449,380,037.2900",294.0000,"3,080,148,883.6000",13724.0,,28.6473,15.2144,地方国有企业,38.54,600650,2010-12-31,N,600650,2010-12-31,1,5
1700,600651,飞乐音响,电子,9.0,3.0,6.0,"张天痕,田原,顾文",9.0,"203,571,897.1500",449.0000,"2,128,310,430.4000",4569.0,,44.4595,13.3679,地方国有企业,11.66,600651,2010-12-31,N,600651,2010-12-31,1,6
1701,600652,*ST游久,传媒,9.0,3.0,6.0,"腾飞,秦红兵,陈金虎",6.0,"443,075,878.1400",143.0600,"3,946,435,784.4900",8153.0,,49.9028,2.3719,民营企业,9.09,600652,2010-12-31,N,600652,2010-12-31,1,0
1702,600653,申华控股,汽车,11.0,4.0,7.0,"华菊耀,刘松琪,章建美,胡春华,于淑君",5.0,"178,716,400.6900",362.2000,"6,948,238,732.0800",132.0,,70.3392,153.8168,地方国有企业,11.297,600653,2010-12-31,N,600653,2010-12-31,1,6
1703,600654,ST中安,计算机,9.0,3.0,6.0,"田原,邵秀根,朱耀平,张增林,薛敏",7.0,"179,106,366.7600",243.0500,"1,723,188,720.8400",1730.0,,30.0644,-5.1278,地方国有企业,12.92,600654,2010-12-31,N,600654,2010-12-31,1,6
1704,600655,豫园股份,商业贸易,8.0,3.0,5.0,"范志韵,费慧林,周贤政",8.0,"436,358,564.3400",478.0000,"10,272,879,331.4900",3983.0,,53.4529,46.1960,民营企业,17.26,600655,2010-12-31,N,600655,2010-12-31,1,5
1705,600657,信达地产,房地产,9.0,3.0,6.0,"朱江,薛丽,段晓军",9.0,"256,327,904.6900",639.0000,"13,937,883,841.4000",2654.0,,55.0890,0.7217,中央国有企业,54.75,600657,2010-12-31,N,600657,2010-12-31,1,4
1706,600658,电子城,房地产,7.0,3.0,4.0,"李岩,王振华,刘振泉",6.0,"24,279,621.6600",352.8100,"3,205,318,973.5400",75.0,,46.4796,1.3163,地方国有企业,69.99,600658,2010-12-31,N,600658,2010-12-31,1,4
1707,600660,福耀玻璃,汽车,9.0,3.0,6.0,"林厚潭,朱玄丽,周遵光",7.0,"677,628,415.0000",978.8100,"10,566,972,326.0000",15601.0,,44.7132,39.9182,外资企业,22.49,600660,2010-12-31,N,600660,2010-12-31,1,0
1708,600661,昂立教育,传媒,9.0,3.0,6.0,"肖容,吴萍,陈乃轶,袁碧雄,阎德志",7.0,"64,963,143.9400",237.2500,"1,001,232,715.7200",1077.0,,53.6961,48.5614,其他企业,38.46,600661,2010-12-31,N,600661,2010-12-31,1,9
1709,600662,外服控股,交通运输,9.0,4.0,5.0,"金德强,胡颂恩,张敏康",5.0,"360,545,667.4700",146.0000,"2,920,300,877.5200",8707.0,,43.0123,21.1768,地方国有企业,32.51,600662,2010-12-31,N,600662,2010-12-31,1,5
1710,600663,陆家嘴,房地产,9.0,4.0,5.0,"陶剑雯,严军,贾继锋,刘钧,陈松",8.0,"223,950,747.0700",321.0000,"23,531,987,996.2500",165.0,,49.2311,-26.2762,地方国有企业,57.64,600663,2010-12-31,N,600663,2010-12-31,1,9
1711,600664,哈药股份,医药生物,7.0,3.0,4.0,"李大平,徐爱敏,方祖基",5.0,"1,080,297,159.1700",319.0000,"11,762,625,777.4100",16293.0,,44.3536,17.4027,地方国有企业,34.76,600664,2010-12-31,Y,600664,2010-12-31,1,3
1712,600665,天地源,房地产,11.0,4.0,7.0,"马小峰,王涛,牛跃进,张晓东,王锐,乔凯峰,贺小社",8.0,"67,975,656.4800",743.1700,"7,699,292,293.1700",1308.0,,75.1855,10.3227,地方国有企业,56.52,600665,2010-12-31,N,600665,2010-12-31,1,0
1713,600666,ST瑞德,电子,16.0,5.0,11.0,"肖怡,邹思本,邓明明,王峰,彭越",8.0,"124,317,111.0900",231.8600,"1,306,471,306.3300",1741.0,,70.1730,19.5618,地方国有企业,32.54,600666,2010-12-31,N,600666,2010-12-31,1,2
1714,600667,太极实业,电子,11.0,4.0,7.0,"陈月芳,朱品超,曹杰,彭美艳,黄士强",8.0,"230,959,609.1900",311.8100,"4,630,892,781.3800",2659.0,,67.3618,313.3483,地方国有企业,32.13,600667,2010-12-31,N,600667,2010-12-31,1,7
1715,600668,尖峰集团,建筑材料,9.0,3.0,6.0,"殷荣富,金文乾,原杰,陈炳相,戴俊",7.0,"70,167,355.3700",357.3400,"2,155,878,109.6000",1798.0,,41.6630,0.0465,地方国有企业,16.15,600668,2010-12-31,N,600668,2010-12-31,1,3
1716,600671,ST目药,医药生物,9.0,3.0,6.0,"徐一宁,江远生,汪胜明",8.0,"33,377,238.9300",284.8800,"319,794,370.2800",976.0,,51.8017,-4.5285,民营企业,19.31,600671,2010-12-31,N,600671,2010-12-31,1,0
1717,600673,东阳光,医药生物,9.0,3.0,6.0,"吕根品,吴天贤,马江龙,张高山,吴磊",9.0,"185,580,366.7200",335.7400,"5,831,718,862.8600",5594.0,,49.3324,56.9547,民营企业,51.724,600673,2010-12-31,N,600673,2010-12-31,1,1
1718,600674,川投能源,公用事业,11.0,4.0,7.0,"曹筱萍,金树安,孙志祥,郑世红,郭勇",6.0,"78,121,511.8400",93.9900,"9,986,937,449.1800",656.0,,41.8506,21.4008,地方国有企业,63.88,600674,2010-12-31,N,600674,2010-12-31,1,11
1719,600675,中华企业,房地产,9.0,3.0,6.0,"郑建令,张涤蓂,王幸儿",4.0,"139,126,265.5300",456.5000,"21,832,476,393.5100",552.0,,77.2859,-26.5064,地方国有企业,36.17,600675,2010-12-31,N,600675,2010-12-31,1,3
1720,600676,交运股份,汽车,9.0,3.0,6.0,"何积恩,胡争鸣,王萍,郭大成,张琦",5.0,"648,800,757.7700",458.5100,"4,949,662,505.5300",5456.0,,48.5184,52.7813,地方国有企业,49.1785,600676,2010-12-31,N,600676,2010-12-31,1,8
1721,600678,四川金顶,建筑材料,7.0,3.0,4.0,"但小梅,闫蜀,邓宝荣",5.0,"31,359,912.0600",250.8000,"1,381,017,277.0000",1797.0,,136.5342,-29.2934,民营企业,15.54,600678,2010-12-31,Y,600678,2010-12-31,1,5
1722,600679,上海凤凰,汽车,8.0,3.0,5.0,"朱忠杰,张玉云,魏昌建",5.0,"67,403,430.7400",126.0400,"1,298,277,777.0600",1750.0,,43.2311,0.5062,地方国有企业,33.13,600679,2010-12-31,N,600679,2010-12-31,1,0
1723,600681,百川能源,公用事业,9.0,3.0,6.0,"罗洺,胡如平,何永杭",4.0,"14,258,573.2400",60.6000,"41,114,426.0700",79.0,,"1,199.5000",-22.1471,民营企业,22.05,600681,2010-12-31,N,600681,2010-12-31,1,0
1724,600682,南京新百,医药生物,9.0,3.0,6.0,"张仲炜,吕雪瑾,史双凤",9.0,"153,045,952.2200",367.5100,"2,894,734,586.2800",975.0,,62.9043,9.2708,外资企业,15.74,600682,2010-12-31,N,600682,2010-12-31,1,3
1725,600683,京投发展,房地产,9.0,3.0,6.0,"李成言,顾荻江,刘建华",10.0,"69,711,586.6900","1,186.4200","8,537,984,022.1400",399.0,,75.1344,123.1847,地方国有企业,29.81,600683,2010-12-31,N,600683,2010-12-31,1,6
1726,600684,珠江股份,房地产,11.0,4.0,7.0,"杨家峰,韩巍,吴建桦,张纲,谢蔷",7.0,"48,763,968.5200",479.0400,"2,300,810,935.4100",98.0,,61.6613,22.9971,地方国有企业,25.95,600684,2010-12-31,N,600684,2010-12-31,1,7
1727,600685,中船防务,国防军工,11.0,4.0,7.0,"傅孝思,刘仕柏,王树森,梁绵洪,叶伟明",8.0,"856,540,540.3600","1,229.2900","12,157,451,995.3800",3397.0,,69.1224,7.0314,中央国有企业,35.71,600685,2010-12-31,N,600685,2010-12-31,1,0
